park,parkLabel,countryLabel,continentLabel,areaKm2,inceptionYear,elevation,coord
http://www.wikidata.org/entity/Q712300,Артурс-Парк (национальный парк),Новая Зеландия,Австралия и Океания,1184.7,1929,,Point(171.721416666 -42.889666666)
http://www.wikidata.org/entity/Q715124,Тейде (национальный парк),Испания,Европа,189.9,1954,2278,Point(-16.6181 28.2647)
http://www.wikidata.org/entity/Q715124,Тейде (национальный парк),Испания,Европа,188.246115,1954,2278,Point(-16.6181 28.2647)
http://www.wikidata.org/entity/Q715124,Тейде (национальный парк),Испания,Европа,189.9,1954,2278,Point(-16.64266919 28.276455062)
http://www.wikidata.org/entity/Q715124,Тейде (национальный парк),Испания,Европа,188.246115,1954,2278,Point(-16.64266919 28.276455062)
http://www.wikidata.org/entity/Q716801,Аруша (национальный парк),Танзания,Африка,552,1960,,Point(36.833333333 -3.25)
http://www.wikidata.org/entity/Q717804,Jirisan National Park,Республика Корея,Азия,47175,1967,,Point(127.632 35.29)
http://www.wikidata.org/entity/Q724310,Тейден-Нене,Канада,Северная Америка,14305,2019,,Point(-108.634444444 62.7075)
http://www.wikidata.org/entity/Q726863,Дубль-Ве,Нигер,Африка,10182.8,1954,,Point(2.5 12.0)
http://www.wikidata.org/entity/Q726863,Дубль-Ве,Буркина-Фасо,Африка,10182.8,1954,,Point(2.5 12.0)
http://www.wikidata.org/entity/Q726863,Дубль-Ве,Бенин,Африка,10182.8,1954,,Point(2.5 12.0)
http://www.wikidata.org/entity/Q732723,Пакленица,Хорватия,Европа,95.0756,1949,,Point(15.29022 44.44359)
http://www.wikidata.org/entity/Q732723,Пакленица,Хорватия,Европа,95,1949,,Point(15.29022 44.44359)
http://www.wikidata.org/entity/Q732723,Пакленица,Хорватия,Европа,95.0756,1949,,Point(15.43333333 44.36666667)
http://www.wikidata.org/entity/Q732723,Пакленица,Хорватия,Европа,95,1949,,Point(15.43333333 44.36666667)
http://www.wikidata.org/entity/Q733491,Neerabup National Park,Австралия,Австралия и Океания,11,1965,58,Point(115.735 -31.675)
http://www.wikidata.org/entity/Q733491,Neerabup National Park,Австралия,Австралия и Океания,11,1972,58,Point(115.735 -31.675)
http://www.wikidata.org/entity/Q733491,Neerabup National Park,Австралия,Австралия и Океания,9.73476623535156,1965,58,Point(115.735 -31.675)
http://www.wikidata.org/entity/Q733491,Neerabup National Park,Австралия,Австралия и Океания,9.73476623535156,1972,58,Point(115.735 -31.675)
http://www.wikidata.org/entity/Q735229,Порт-Кэмпбелл,Австралия,Австралия и Океания,175,1964,40,Point(143.0625 -38.65027778)
http://www.wikidata.org/entity/Q735229,Порт-Кэмпбелл,Австралия,Австралия и Океания,175,2008,40,Point(143.0625 -38.65027778)
http://www.wikidata.org/entity/Q735229,Порт-Кэмпбелл,Австралия,Австралия и Океания,18.3,1964,40,Point(143.0625 -38.65027778)
http://www.wikidata.org/entity/Q735229,Порт-Кэмпбелл,Австралия,Австралия и Океания,18.3,2008,40,Point(143.0625 -38.65027778)
http://www.wikidata.org/entity/Q735229,Порт-Кэмпбелл,Австралия,Австралия и Океания,24.0431372070313,1964,40,Point(143.0625 -38.65027778)
http://www.wikidata.org/entity/Q735229,Порт-Кэмпбелл,Австралия,Австралия и Океания,24.0431372070313,2008,40,Point(143.0625 -38.65027778)
http://www.wikidata.org/entity/Q738428,Дзукийский национальный парк,Литва,Европа,585.19,1991,,Point(24.37666667 54.08194444)
http://www.wikidata.org/entity/Q738435,Пиренеи (национальный парк),Франция,Европа,457.07,1967,,Point(-0.175833333 42.8275)
http://www.wikidata.org/entity/Q738435,Пиренеи (национальный парк),Франция,Европа,457.07,1967,,Point(-0.175833333 42.8275)
http://www.wikidata.org/entity/Q738435,Пиренеи (национальный парк),Франция,Европа,457,1967,,Point(-0.175833333 42.8275)
http://www.wikidata.org/entity/Q738435,Пиренеи (национальный парк),Франция,Европа,457,1967,,Point(-0.175833333 42.8275)
http://www.wikidata.org/entity/Q738582,Клуэйн,Канада,Северная Америка,21980,1972,,Point(-137.829166666 60.453611111)
http://www.wikidata.org/entity/Q739993,Найроби,Кения,Африка,117.21,1946,,Point(36.858888888 -1.373333333)
http://www.wikidata.org/entity/Q741557,Japoon National Park,Австралия,Австралия и Океания,24799,1992,156,Point(145.887222222 -17.739722222)
http://www.wikidata.org/entity/Q741557,Japoon National Park,Австралия,Австралия и Океания,24799,2010,156,Point(145.887222222 -17.739722222)
http://www.wikidata.org/entity/Q741557,Japoon National Park,Австралия,Австралия и Океания,247.940078125,1992,156,Point(145.887222222 -17.739722222)
http://www.wikidata.org/entity/Q741557,Japoon National Park,Австралия,Австралия и Океания,247.940078125,2010,156,Point(145.887222222 -17.739722222)
http://www.wikidata.org/entity/Q741610,Ордеса-и-Монте-Пердидо,Испания,Европа,156.9061287,1918,,Point(0.055555555 42.671666666)
http://www.wikidata.org/entity/Q741610,Ордеса-и-Монте-Пердидо,Испания,Европа,156,1918,,Point(0.055555555 42.671666666)
http://www.wikidata.org/entity/Q741636,Койба,Панама,Северная Америка,2701.25,1992,,Point(-81.79 7.48)
http://www.wikidata.org/entity/Q741636,Койба,Панама,Северная Америка,503,1992,,Point(-81.79 7.48)
http://www.wikidata.org/entity/Q742315,Игуасу,Бразилия,Южная Америка,1696.9588,1939,265,Point(-54.43333333 -25.68333333)
http://www.wikidata.org/entity/Q742315,Игуасу,Бразилия,Южная Америка,1654.11,1939,265,Point(-54.43333333 -25.68333333)
http://www.wikidata.org/entity/Q742315,Игуасу,Бразилия,Южная Америка,1852.625,1939,265,Point(-54.43333333 -25.68333333)
http://www.wikidata.org/entity/Q742315,Игуасу,Бразилия,Южная Америка,1696.9588,1939,265,Point(-53.8 -25.5)
http://www.wikidata.org/entity/Q742315,Игуасу,Бразилия,Южная Америка,1654.11,1939,265,Point(-53.8 -25.5)
http://www.wikidata.org/entity/Q742315,Игуасу,Бразилия,Южная Америка,1852.625,1939,265,Point(-53.8 -25.5)
http://www.wikidata.org/entity/Q743754,Гауя,Латвия,Европа,917.9,1973,,Point(25.41666667 57.41666667)
http://www.wikidata.org/entity/Q746452,Сидней-Харбор,Австралия,Австралия и Океания,3.89,1975,66,Point(151.291666666 -33.813055555)
http://www.wikidata.org/entity/Q746452,Сидней-Харбор,Австралия,Австралия и Океания,3.89,2001,66,Point(151.291666666 -33.813055555)
http://www.wikidata.org/entity/Q746452,Сидней-Харбор,Австралия,Австралия и Океания,3.89498229980469,1975,66,Point(151.291666666 -33.813055555)
http://www.wikidata.org/entity/Q746452,Сидней-Харбор,Австралия,Австралия и Океания,3.89498229980469,2001,66,Point(151.291666666 -33.813055555)
http://www.wikidata.org/entity/Q748597,Рангел — Сент-Элайас,США,Северная Америка,33683,1980,,Point(-142.953611111 61.435)
http://www.wikidata.org/entity/Q750251,Шапада-дус-Веадейрус,Бразилия,Южная Америка,647,1961,,Point(-47.666666666 -14.083333333)
http://www.wikidata.org/entity/Q750251,Шапада-дус-Веадейрус,Бразилия,Южная Америка,2359.7,1961,,Point(-47.666666666 -14.083333333)
http://www.wikidata.org/entity/Q750251,Шапада-дус-Веадейрус,Бразилия,Южная Америка,2405.84,1961,,Point(-47.666666666 -14.083333333)
http://www.wikidata.org/entity/Q750485,Astrebla Downs National Park,Австралия,Австралия и Океания,1760,1996,106,Point(140.569166666 -24.211388888)
http://www.wikidata.org/entity/Q750485,Astrebla Downs National Park,Австралия,Австралия и Океания,1760,1999,106,Point(140.569166666 -24.211388888)
http://www.wikidata.org/entity/Q750485,Astrebla Downs National Park,Австралия,Австралия и Океания,1741.7771875,1996,106,Point(140.569166666 -24.211388888)
http://www.wikidata.org/entity/Q750485,Astrebla Downs National Park,Австралия,Австралия и Океания,1741.7771875,1999,106,Point(140.569166666 -24.211388888)
http://www.wikidata.org/entity/Q751274,Lamington National Park,Австралия,Австралия и Океания,2059,1915,629,Point(153.115 -28.1422)
http://www.wikidata.org/entity/Q751274,Lamington National Park,Австралия,Австралия и Океания,2059,2018,629,Point(153.115 -28.1422)
http://www.wikidata.org/entity/Q751274,Lamington National Park,Австралия,Австралия и Океания,205,1915,629,Point(153.115 -28.1422)
http://www.wikidata.org/entity/Q751274,Lamington National Park,Австралия,Австралия и Океания,205,2018,629,Point(153.115 -28.1422)
http://www.wikidata.org/entity/Q751274,Lamington National Park,Австралия,Австралия и Океания,212.5203515625,1915,629,Point(153.115 -28.1422)
http://www.wikidata.org/entity/Q751274,Lamington National Park,Австралия,Австралия и Океания,212.5203515625,2018,629,Point(153.115 -28.1422)
http://www.wikidata.org/entity/Q752218,Эмас,Бразилия,Южная Америка,1326,1961,816,Point(-52.91667 -18.08333)
http://www.wikidata.org/entity/Q752218,Эмас,Бразилия,Южная Америка,1313.86,1961,816,Point(-52.91667 -18.08333)
http://www.wikidata.org/entity/Q752218,Эмас,Бразилия,Южная Америка,1327.84,1961,816,Point(-52.91667 -18.08333)
http://www.wikidata.org/entity/Q761227,Гарпхюттан,Швеция,Европа,0,1909,,Point(14.89284014 59.280229102)
http://www.wikidata.org/entity/Q761227,Гарпхюттан,Швеция,Европа,1.02299,1909,,Point(14.89284014 59.280229102)
http://www.wikidata.org/entity/Q761227,Гарпхюттан,Швеция,Европа,1.1059,1909,,Point(14.89284014 59.280229102)
http://www.wikidata.org/entity/Q761227,Гарпхюттан,Швеция,Европа,1.1059,1909,,Point(14.89284014 59.280229102)
http://www.wikidata.org/entity/Q761264,Фулуфьеллет,Швеция,Европа,45.43186,2002,,Point(12.739430291 61.545606648)
http://www.wikidata.org/entity/Q761264,Фулуфьеллет,Швеция,Европа,376.4659,2002,,Point(12.739430291 61.545606648)
http://www.wikidata.org/entity/Q761264,Фулуфьеллет,Швеция,Европа,384.3962,2002,,Point(12.739430291 61.545606648)
http://www.wikidata.org/entity/Q761264,Фулуфьеллет,Швеция,Европа,7.92927,2002,,Point(12.739430291 61.545606648)
http://www.wikidata.org/entity/Q762107,Шаба,Кения,Африка,239.1,1974,,Point(37.83333333 0.65)
http://www.wikidata.org/entity/Q763034,Nawegaon National Park,Индия,Азия,133.88,1975,,Point(80.16666667 20.93333333)
http://www.wikidata.org/entity/Q763180,Vicente Pérez Rosales National Park,Чили,Южная Америка,2535.68,1926,1005,Point(-72.448888888 -41.172222222)
http://www.wikidata.org/entity/Q763180,Vicente Pérez Rosales National Park,Чили,Южная Америка,2537.8,1926,1005,Point(-72.448888888 -41.172222222)
http://www.wikidata.org/entity/Q767661,Каркаралинский национальный парк,Казахстан,Азия,112.12,1998,,Point(75.41666667 49.41666667)
http://www.wikidata.org/entity/Q767661,Каркаралинский национальный парк,Казахстан,Европа,112.12,1998,,Point(75.41666667 49.41666667)
http://www.wikidata.org/entity/Q770339,Ben En National Park,Вьетнам,Азия,14735,1992,,Point(105.525 19.61666667)
http://www.wikidata.org/entity/Q770357,Sohoton Natural Bridge National Park,Филиппины,Азия,4303,1935,,Point(125.164 11.3605)
http://www.wikidata.org/entity/Q827526,Mole Creek Karst National Park,Австралия,Австралия и Океания,17.914854850769,2016,1126,Point(146.289 -41.6006)
http://www.wikidata.org/entity/Q827817,Науэль-Уапи,Аргентина,Южная Америка,7050,1934,904,Point(-71.5 -41.0)
http://www.wikidata.org/entity/Q827962,Перито-Морено,Аргентина,Южная Америка,951.73,1937,44.599,Point(-72.25055556 -47.81138889)
http://www.wikidata.org/entity/Q828155,Национальный парк Крка,Хорватия,Европа,110.6368,1985,,Point(15.972777777 43.801944444)
http://www.wikidata.org/entity/Q828155,Национальный парк Крка,Хорватия,Европа,110.6368,1985,,Point(15.976111111 43.858888888)
http://www.wikidata.org/entity/Q828206,Lanín National Park,Аргентина,Южная Америка,3790,1937,1595,Point(-71.3575 -40.1603)
http://www.wikidata.org/entity/Q828291,Национальный парк Лос-Алерсес,Аргентина,Южная Америка,1883.79,1937,827,Point(-71.89888889 -42.8075)
http://www.wikidata.org/entity/Q828291,Национальный парк Лос-Алерсес,Аргентина,Южная Америка,2073.13,1937,827,Point(-71.89888889 -42.8075)
http://www.wikidata.org/entity/Q828353,Лаго-Пуэло,Аргентина,Южная Америка,276.74,1971,1672,Point(-71.683333333 -42.183333333)
http://www.wikidata.org/entity/Q828404,Йохо,Канада,Северная Америка,1313.1,1886,,Point(-116.487 51.3953)
http://www.wikidata.org/entity/Q862157,Архипелаг Минган,Канада,Северная Америка,150.7,1984,,Point(-63.829166666 50.2)
http://www.wikidata.org/entity/Q862260,Кучибогвак,Канада,Северная Америка,239.2,1979,,Point(-64.9669 46.8497)
http://www.wikidata.org/entity/Q862265,Маунт-Ревелсток,Канада,Северная Америка,262.5,1914,,Point(-118.066 51.0858)
http://www.wikidata.org/entity/Q862271,Вунтут,Канада,Северная Америка,4345,1994,,Point(-140.048 68.3069)
http://www.wikidata.org/entity/Q862285,Гуаи-Хаанас,Канада,Северная Америка,1474.4,1996,,Point(-131.471 52.3892)
http://www.wikidata.org/entity/Q862318,Уккусиксалик,Канада,Северная Америка,20885.86,2014,,Point(-87.895277777 65.498611111)
http://www.wikidata.org/entity/Q863415,Bimberamala National Park,Австралия,Австралия и Океания,44.0161669921875,2001,,Point(150.113888888 -35.486944444)
http://www.wikidata.org/entity/Q863415,Bimberamala National Park,Австралия,Австралия и Океания,4396,2001,,Point(150.113888888 -35.486944444)
http://www.wikidata.org/entity/Q863555,Bindarri National Park,Австралия,Австралия и Океания,55.765087890625,1999,,Point(152.933 -30.295)
http://www.wikidata.org/entity/Q863555,Bindarri National Park,Австралия,Австралия и Океания,55.765087890625,2008,,Point(152.933 -30.295)
http://www.wikidata.org/entity/Q863555,Bindarri National Park,Австралия,Австралия и Океания,5513,1999,,Point(152.933 -30.295)
http://www.wikidata.org/entity/Q863555,Bindarri National Park,Австралия,Австралия и Океания,5513,2008,,Point(152.933 -30.295)
http://www.wikidata.org/entity/Q863775,Bingera National Park,Австралия,Австралия и Океания,5407,2009,49,Point(152.3157947 -25.0277748)
http://www.wikidata.org/entity/Q863775,Bingera National Park,Австралия,Австралия и Океания,54.403857421875,2009,49,Point(152.3157947 -25.0277748)
http://www.wikidata.org/entity/Q864799,Национальный парк Шумава,Чехия,Европа,684.597128,1991,600,Point(13.482478888 49.060643055)
http://www.wikidata.org/entity/Q864799,Национальный парк Шумава,Чехия,Европа,684.596742,1991,600,Point(13.482478888 49.060643055)
http://www.wikidata.org/entity/Q864799,Национальный парк Шумава,Чехия,Европа,684.597128,1991,1378,Point(13.482478888 49.060643055)
http://www.wikidata.org/entity/Q864799,Национальный парк Шумава,Чехия,Европа,684.596742,1991,1378,Point(13.482478888 49.060643055)
http://www.wikidata.org/entity/Q865438,Biriwal Bulga National Park,Австралия,Австралия и Океания,6528,1999,,Point(152.306388888 -31.507222222)
http://www.wikidata.org/entity/Q865438,Biriwal Bulga National Park,Австралия,Австралия и Океания,6528,2005,,Point(152.306388888 -31.507222222)
http://www.wikidata.org/entity/Q865438,Biriwal Bulga National Park,Австралия,Австралия и Океания,64.926796875,1999,,Point(152.306388888 -31.507222222)
http://www.wikidata.org/entity/Q865438,Biriwal Bulga National Park,Австралия,Австралия и Океания,64.926796875,2005,,Point(152.306388888 -31.507222222)
http://www.wikidata.org/entity/Q866080,Бискейн (национальный парк),США,Северная Америка,700,1980,,Point(-80.18096924 25.50185493)
http://www.wikidata.org/entity/Q867361,"Национальный парк Чиленто, Валло-ди-Диано и Альбурни",Италия,Европа,1781.72,1991,,Point(15.2 40.2)
http://www.wikidata.org/entity/Q867361,"Национальный парк Чиленто, Валло-ди-Диано и Альбурни",Италия,Европа,1781.72,1991,,Point(15.2 40.2)
http://www.wikidata.org/entity/Q867361,"Национальный парк Чиленто, Валло-ди-Диано и Альбурни",Италия,Европа,1811,1991,,Point(15.2 40.2)
http://www.wikidata.org/entity/Q867361,"Национальный парк Чиленто, Валло-ди-Диано и Альбурни",Италия,Европа,1811,1991,,Point(15.2 40.2)
http://www.wikidata.org/entity/Q869074,"Корковадо (национальный парк, Коста-Рика)",Коста-Рика,Северная Америка,425,1975,63,Point(-83.583333333 8.55)
http://www.wikidata.org/entity/Q877719,Национальный парк Фьордленд,Новая Зеландия,Австралия и Океания,12500,1952,1063,Point(167.347 -45.386)
http://www.wikidata.org/entity/Q879629,Илья-Гранди (национальный парк),Бразилия,Южная Америка,788.75,1997,,Point(-53.81666667 -23.4)
http://www.wikidata.org/entity/Q879629,Илья-Гранди (национальный парк),Бразилия,Южная Америка,761.38,1997,,Point(-53.81666667 -23.4)
http://www.wikidata.org/entity/Q880717,Blackbraes National Park,Австралия,Австралия и Океания,36587,1998,838,Point(144.181388888 -19.478888888)
http://www.wikidata.org/entity/Q880717,Blackbraes National Park,Австралия,Австралия и Океания,36587,2015,838,Point(144.181388888 -19.478888888)
http://www.wikidata.org/entity/Q880717,Blackbraes National Park,Австралия,Австралия и Океания,505.7884765625,1998,838,Point(144.181388888 -19.478888888)
http://www.wikidata.org/entity/Q880717,Blackbraes National Park,Австралия,Австралия и Океания,505.7884765625,2015,838,Point(144.181388888 -19.478888888)
http://www.wikidata.org/entity/Q880724,Велавадар (национальный парк),Индия,Азия,34,1976,,Point(72.0 22.03333333)
http://www.wikidata.org/entity/Q880783,Blackdown Tableland National Park,Австралия,Австралия и Океания,47950,1991,732,Point(149.06 -23.7236)
http://www.wikidata.org/entity/Q880783,Blackdown Tableland National Park,Австралия,Австралия и Океания,47950,2006,732,Point(149.06 -23.7236)
http://www.wikidata.org/entity/Q880783,Blackdown Tableland National Park,Австралия,Австралия и Океания,478.7392578125,1991,732,Point(149.06 -23.7236)
http://www.wikidata.org/entity/Q880783,Blackdown Tableland National Park,Австралия,Австралия и Океания,478.7392578125,2006,732,Point(149.06 -23.7236)
http://www.wikidata.org/entity/Q882447,Национальный парк Блу-Лагун,Замбия,Африка,450,1976,978,Point(27.25 -15.66666667)
http://www.wikidata.org/entity/Q882447,Национальный парк Блу-Лагун,Замбия,Африка,450,1976,978,Point(27.40979 -15.49246)
http://www.wikidata.org/entity/Q885558,Голубые горы,Австралия,Австралия и Океания,2692.04,1959,578,Point(150.4452778 -33.797222222)
http://www.wikidata.org/entity/Q885558,Голубые горы,Австралия,Австралия и Океания,2471,1959,578,Point(150.4452778 -33.797222222)
http://www.wikidata.org/entity/Q885558,Голубые горы,Австралия,Австралия и Океания,2692.04,1959,578,Point(150.4177778 -33.615)
http://www.wikidata.org/entity/Q885558,Голубые горы,Австралия,Австралия и Океания,2471,1959,578,Point(150.4177778 -33.615)
http://www.wikidata.org/entity/Q887049,Blåfjella–Skjækerfjella National Park,Норвегия,Европа,1932,1970,,Point(13.10929 64.2168)
http://www.wikidata.org/entity/Q887049,Blåfjella–Skjækerfjella National Park,Норвегия,Европа,1932,2004,,Point(13.10929 64.2168)
http://www.wikidata.org/entity/Q887049,Blåfjella–Skjækerfjella National Park,Норвегия,Европа,1926.7328391,1970,,Point(13.10929 64.2168)
http://www.wikidata.org/entity/Q887049,Blåfjella–Skjækerfjella National Park,Норвегия,Европа,1926.7328391,2004,,Point(13.10929 64.2168)
http://www.wikidata.org/entity/Q891743,Бома (национальный парк),Южный Судан,Африка,22800,1986,,Point(33.914 6.489)
http://www.wikidata.org/entity/Q892405,Bongil Bongil National Park,Австралия,Австралия и Океания,42.5178662109375,1995,17,Point(153.034722222 -30.398611111)
http://www.wikidata.org/entity/Q892405,Bongil Bongil National Park,Австралия,Австралия и Океания,42.5178662109375,2011,17,Point(153.034722222 -30.398611111)
http://www.wikidata.org/entity/Q892405,Bongil Bongil National Park,Австралия,Австралия и Океания,4233,1995,17,Point(153.034722222 -30.398611111)
http://www.wikidata.org/entity/Q892405,Bongil Bongil National Park,Австралия,Австралия и Океания,4233,2011,17,Point(153.034722222 -30.398611111)
http://www.wikidata.org/entity/Q892405,Bongil Bongil National Park,Австралия,Австралия и Океания,42.5178662109375,1995,17,Point(153.0344444 -30.398333333)
http://www.wikidata.org/entity/Q892405,Bongil Bongil National Park,Австралия,Австралия и Океания,42.5178662109375,2011,17,Point(153.0344444 -30.398333333)
http://www.wikidata.org/entity/Q892405,Bongil Bongil National Park,Австралия,Австралия и Океания,4233,1995,17,Point(153.0344444 -30.398333333)
http://www.wikidata.org/entity/Q892405,Bongil Bongil National Park,Австралия,Австралия и Океания,4233,2011,17,Point(153.0344444 -30.398333333)
http://www.wikidata.org/entity/Q893073,Boonoo Boonoo National Park,Австралия,Австралия и Океания,4377,1982,991,Point(152.178333333 -28.8175)
http://www.wikidata.org/entity/Q893073,Boonoo Boonoo National Park,Австралия,Австралия и Океания,4377,2010,991,Point(152.178333333 -28.8175)
http://www.wikidata.org/entity/Q893073,Boonoo Boonoo National Park,Австралия,Австралия и Океания,48.03,1982,991,Point(152.178333333 -28.8175)
http://www.wikidata.org/entity/Q893073,Boonoo Boonoo National Park,Австралия,Австралия и Океания,48.03,2010,991,Point(152.178333333 -28.8175)
http://www.wikidata.org/entity/Q893073,Boonoo Boonoo National Park,Австралия,Австралия и Океания,48.0341162109375,1982,991,Point(152.178333333 -28.8175)
http://www.wikidata.org/entity/Q893073,Boonoo Boonoo National Park,Австралия,Австралия и Океания,48.0341162109375,2010,991,Point(152.178333333 -28.8175)
http://www.wikidata.org/entity/Q893086,Бураббин,Австралия,Австралия и Океания,260,1977,427,Point(120.169 -31.2383)
http://www.wikidata.org/entity/Q893086,Бураббин,Австралия,Австралия и Океания,281.68408203125,1977,427,Point(120.169 -31.2383)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,312.29,1979,885,Point(152.986111111 -28.359722222)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,312.29,2006,885,Point(152.986111111 -28.359722222)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,316.46375,1979,885,Point(152.986111111 -28.359722222)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,316.46375,2006,885,Point(152.986111111 -28.359722222)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,31729,1979,885,Point(152.986111111 -28.359722222)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,31729,2006,885,Point(152.986111111 -28.359722222)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,312.29,1979,885,Point(153.0844444 -28.331666666)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,312.29,2006,885,Point(153.0844444 -28.331666666)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,316.46375,1979,885,Point(153.0844444 -28.331666666)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,316.46375,2006,885,Point(153.0844444 -28.331666666)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,31729,1979,885,Point(153.0844444 -28.331666666)
http://www.wikidata.org/entity/Q893407,Border Ranges National Park,Австралия,Австралия и Океания,31729,2006,885,Point(153.0844444 -28.331666666)
http://www.wikidata.org/entity/Q894672,Kamay Botany Bay National Park,Австралия,Австралия и Океания,4.99973114013672,1984,28,Point(151.224722222 -34.020555555)
http://www.wikidata.org/entity/Q894672,Kamay Botany Bay National Park,Австралия,Австралия и Океания,4.99973114013672,2018,28,Point(151.224722222 -34.020555555)
http://www.wikidata.org/entity/Q894949,Бубанджида,Камерун,Африка,2113.82,1968,329,Point(14.656666666 8.623611111)
http://www.wikidata.org/entity/Q894983,Букль-де-Бауле,Мали,Африка,3330,1982,,Point(-8.8833 14.0833)
http://www.wikidata.org/entity/Q894991,Bouddi National Park,Австралия,Австралия и Океания,16.1774096679687,1967,63,Point(151.4177778 -33.498333333)
http://www.wikidata.org/entity/Q894991,Bouddi National Park,Австралия,Австралия и Океания,16.1774096679687,2006,63,Point(151.4177778 -33.498333333)
http://www.wikidata.org/entity/Q894991,Bouddi National Park,Австралия,Австралия и Океания,1532,1967,63,Point(151.4177778 -33.498333333)
http://www.wikidata.org/entity/Q894991,Bouddi National Park,Австралия,Австралия и Океания,1532,2006,63,Point(151.4177778 -33.498333333)
http://www.wikidata.org/entity/Q895125,Бумба-Бек,Камерун,Африка,2383,2005,627,Point(15.7 2.216666666)
http://www.wikidata.org/entity/Q895450,Bowling Green Bay National Park,Австралия,Австралия и Океания,58128,1977,4,Point(147.033888888 -19.213333333)
http://www.wikidata.org/entity/Q895450,Bowling Green Bay National Park,Австралия,Австралия и Океания,58128,2010,4,Point(147.033888888 -19.213333333)
http://www.wikidata.org/entity/Q895450,Bowling Green Bay National Park,Австралия,Австралия и Океания,576.9690234375,1977,4,Point(147.033888888 -19.213333333)
http://www.wikidata.org/entity/Q895450,Bowling Green Bay National Park,Австралия,Австралия и Океания,576.9690234375,2010,4,Point(147.033888888 -19.213333333)
http://www.wikidata.org/entity/Q897598,Brampton Islands National Park,Австралия,Австралия и Океания,9.69932189941406,1968,114,Point(149.284419444 -20.793161111)
http://www.wikidata.org/entity/Q897598,Brampton Islands National Park,Австралия,Австралия и Океания,9.69932189941406,1998,114,Point(149.284419444 -20.793161111)
http://www.wikidata.org/entity/Q897598,Brampton Islands National Park,Австралия,Австралия и Океания,101,1968,114,Point(149.284419444 -20.793161111)
http://www.wikidata.org/entity/Q897598,Brampton Islands National Park,Австралия,Австралия и Океания,101,1998,114,Point(149.284419444 -20.793161111)
http://www.wikidata.org/entity/Q897598,Brampton Islands National Park,Австралия,Австралия и Океания,9.69932189941406,1968,114,Point(149.285555555 -20.7875)
http://www.wikidata.org/entity/Q897598,Brampton Islands National Park,Австралия,Австралия и Океания,9.69932189941406,1998,114,Point(149.285555555 -20.7875)
http://www.wikidata.org/entity/Q897598,Brampton Islands National Park,Австралия,Австралия и Океания,101,1968,114,Point(149.285555555 -20.7875)
http://www.wikidata.org/entity/Q897598,Brampton Islands National Park,Австралия,Австралия и Океания,101,1998,114,Point(149.285555555 -20.7875)
http://www.wikidata.org/entity/Q829648,Copo National Park,Аргентина,Южная Америка,1181.19,1998,,Point(-61.88333333 -25.96666667)
http://www.wikidata.org/entity/Q829805,Эль-Леонсито,Аргентина,Южная Америка,897.06,1994,,Point(-69.36666667 -31.8)
http://www.wikidata.org/entity/Q829872,Монте-Леон (национальный парк),Аргентина,Южная Америка,621.69,2004,,Point(-69.0 -50.23333333)
http://www.wikidata.org/entity/Q829966,Campos del Tuyú National Park,Аргентина,Южная Америка,30,2009,,Point(-56.866666666 -36.35)
http://www.wikidata.org/entity/Q830099,South Bruny National Park,Австралия,Австралия и Океания,5059,1997,91,Point(147.371111 -43.35)
http://www.wikidata.org/entity/Q830099,South Bruny National Park,Австралия,Австралия и Океания,5059,2000,91,Point(147.371111 -43.35)
http://www.wikidata.org/entity/Q830099,South Bruny National Park,Австралия,Австралия и Океания,52.7206624082103,1997,91,Point(147.371111 -43.35)
http://www.wikidata.org/entity/Q830099,South Bruny National Park,Австралия,Австралия и Океания,52.7206624082103,2000,91,Point(147.371111 -43.35)
http://www.wikidata.org/entity/Q833116,Undara Volcanic National Park,Австралия,Австралия и Океания,658,1993,877,Point(144.596 -18.2011)
http://www.wikidata.org/entity/Q833116,Undara Volcanic National Park,Австралия,Австралия и Океания,658,2016,877,Point(144.596 -18.2011)
http://www.wikidata.org/entity/Q833116,Undara Volcanic National Park,Австралия,Австралия и Океания,672.133203125,1993,877,Point(144.596 -18.2011)
http://www.wikidata.org/entity/Q833116,Undara Volcanic National Park,Австралия,Австралия и Океания,672.133203125,2016,877,Point(144.596 -18.2011)
http://www.wikidata.org/entity/Q834893,Национальный Парк Кинабалу,Малайзия,Азия,753.7,1964,,Point(116.65 6.15)
