park,parkLabel,country,countryLabel,area,inception,highestPoint,highestPointLabel,elevation
http://www.wikidata.org/entity/Q370159,Бако,http://www.wikidata.org/entity/Q833,Малайзия,27,1957-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q305169,Лос-Катиос,http://www.wikidata.org/entity/Q739,Колумбия,72000,1974-08-06T00:00:00Z,,,4
http://www.wikidata.org/entity/Q305169,Лос-Катиос,http://www.wikidata.org/entity/Q739,Колумбия,720,1974-08-06T00:00:00Z,,,4
http://www.wikidata.org/entity/Q242681,Мамонтова пещера,http://www.wikidata.org/entity/Q30,США,54011.91,1941-07-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q382227,Gargano National Park,http://www.wikidata.org/entity/Q38,Италия,1181,1991-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q319356,Абердэр (национальный парк),http://www.wikidata.org/entity/Q114,Кения,766,1950-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q255449,Moresby Range National Park,http://www.wikidata.org/entity/Q408,Австралия,616,1973-01-01T00:00:00Z,,,143
http://www.wikidata.org/entity/Q254556,Conondale National Park,http://www.wikidata.org/entity/Q408,Австралия,35648,2018-01-01T00:00:00Z,,,701
http://www.wikidata.org/entity/Q328577,Таи,http://www.wikidata.org/entity/Q1008,Кот-д’Ивуар,330000,1972-01-01T00:00:00Z,,,218
http://www.wikidata.org/entity/Q328577,Таи,http://www.wikidata.org/entity/Q1008,Кот-д’Ивуар,3300,1972-01-01T00:00:00Z,,,218
http://www.wikidata.org/entity/Q382227,Gargano National Park,http://www.wikidata.org/entity/Q38,Италия,118144,1991-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q379080,Форт Иисус,http://www.wikidata.org/entity/Q114,Кения,31,1593-04-11T00:00:00Z,,,
http://www.wikidata.org/entity/Q379080,Форт Иисус,http://www.wikidata.org/entity/Q114,Кения,2.36,1593-04-11T00:00:00Z,,,
http://www.wikidata.org/entity/Q339555,Лас-Эрмосас,http://www.wikidata.org/entity/Q739,Колумбия,12482838,1977-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q239264,Dulcie Range National Park,http://www.wikidata.org/entity/Q408,Австралия,190.9,2012-01-01T00:00:00Z,,,532
http://www.wikidata.org/entity/Q283482,Пукаскуа,http://www.wikidata.org/entity/Q16,Канада,1877.8,1971-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q376436,Викос-Аоос,http://www.wikidata.org/entity/Q41,Греция,12794.25,1973-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q332381,Жау,http://www.wikidata.org/entity/Q155,Бразилия,23779,1980-01-01T00:00:00Z,,,57
http://www.wikidata.org/entity/Q368670,Mebbin National Park,http://www.wikidata.org/entity/Q408,Австралия,38,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q306216,Бэдлендс,http://www.wikidata.org/entity/Q30,США,982.4,1939-01-25T00:00:00Z,http://www.wikidata.org/entity/Q7305030,Red Shirt Table,
http://www.wikidata.org/entity/Q385655,Стены Иерусалима,http://www.wikidata.org/entity/Q408,Австралия,518,1978-12-13T00:00:00Z,http://www.wikidata.org/entity/Q1742014,King Davids Peak,1022
http://www.wikidata.org/entity/Q317226,Anárjohka National Park,http://www.wikidata.org/entity/Q20,Норвегия,1414,1975-12-19T00:00:00Z,,,
http://www.wikidata.org/entity/Q815431,Belford National Park,http://www.wikidata.org/entity/Q408,Австралия,2.88469879150391,2003-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q816681,Benarkin National Park,http://www.wikidata.org/entity/Q408,Австралия,2.03790435791016,2006-01-01T00:00:00Z,,,350
http://www.wikidata.org/entity/Q815431,Belford National Park,http://www.wikidata.org/entity/Q408,Австралия,2.88469879150391,2006-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q816402,Ben Lomond National Park,http://www.wikidata.org/entity/Q408,Австралия,165,2000-01-01T00:00:00Z,,,1312
http://www.wikidata.org/entity/Q816780,Bendidee National Park,http://www.wikidata.org/entity/Q408,Австралия,9.27539733886719,1994-01-01T00:00:00Z,,,248
http://www.wikidata.org/entity/Q804731,Bald Rock National Park,http://www.wikidata.org/entity/Q408,Австралия,88.6911328125,1971-01-01T00:00:00Z,,,1081
http://www.wikidata.org/entity/Q807235,Barakee National Park,http://www.wikidata.org/entity/Q408,Австралия,49.919677734375,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q808968,Barron Gorge National Park,http://www.wikidata.org/entity/Q408,Австралия,2825,2010-01-01T00:00:00Z,,,238
http://www.wikidata.org/entity/Q808426,Barnard Island Group National Park,http://www.wikidata.org/entity/Q408,Австралия,0.308970546722412,1998-01-01T00:00:00Z,,,42
http://www.wikidata.org/entity/Q808021,Бардия,http://www.wikidata.org/entity/Q837,Непал,968,1988-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q804731,Bald Rock National Park,http://www.wikidata.org/entity/Q408,Австралия,88.6911328125,2002-01-01T00:00:00Z,,,1081
http://www.wikidata.org/entity/Q808968,Barron Gorge National Park,http://www.wikidata.org/entity/Q408,Австралия,27.9423706054687,2010-01-01T00:00:00Z,,,238
http://www.wikidata.org/entity/Q807235,Barakee National Park,http://www.wikidata.org/entity/Q408,Австралия,49.919677734375,2010-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q808426,Barnard Island Group National Park,http://www.wikidata.org/entity/Q408,Австралия,0.308970546722412,1994-01-01T00:00:00Z,,,42
http://www.wikidata.org/entity/Q827817,Науэль-Уапи,http://www.wikidata.org/entity/Q414,Аргентина,7050,1934-04-08T00:00:00Z,http://www.wikidata.org/entity/Q422835,Тронадор,904
http://www.wikidata.org/entity/Q828531,Лагуна-Бланка (национальный парк),http://www.wikidata.org/entity/Q414,Аргентина,11251,1940-01-01T00:00:00Z,,,1299
http://www.wikidata.org/entity/Q829128,Baritú National Park,http://www.wikidata.org/entity/Q414,Аргентина,724.39,1974-01-01T00:00:00Z,,,1157
http://www.wikidata.org/entity/Q827526,Mole Creek Karst National Park,http://www.wikidata.org/entity/Q408,Австралия,17.914854850769,1996-01-01T00:00:00Z,,,1126
http://www.wikidata.org/entity/Q829771,Mburucuyá National Park,http://www.wikidata.org/entity/Q414,Аргентина,176.6,,,,
http://www.wikidata.org/entity/Q810277,Basket Swamp National Park,http://www.wikidata.org/entity/Q408,Австралия,28.0498779296875,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q829648,Copo National Park,http://www.wikidata.org/entity/Q414,Аргентина,118119,1998-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q812025,Бау-Бау (национальный парк),http://www.wikidata.org/entity/Q408,Австралия,13530,1979-01-01T00:00:00Z,,,1363
http://www.wikidata.org/entity/Q827519,Хартц-Маунтинс,http://www.wikidata.org/entity/Q408,Австралия,121.34,2013-01-01T00:00:00Z,http://www.wikidata.org/entity/Q21960733,Hartz Peak,768
http://www.wikidata.org/entity/Q808934,Barrington Tops National Park,http://www.wikidata.org/entity/Q408,Австралия,743,2010-01-01T00:00:00Z,,,1196
http://www.wikidata.org/entity/Q808934,Barrington Tops National Park,http://www.wikidata.org/entity/Q408,Австралия,39120,2010-01-01T00:00:00Z,,,1196
http://www.wikidata.org/entity/Q828353,Лаго-Пуэло,http://www.wikidata.org/entity/Q414,Аргентина,27674,1971-01-01T00:00:00Z,,,1672
http://www.wikidata.org/entity/Q816780,Bendidee National Park,http://www.wikidata.org/entity/Q408,Австралия,931,1979-01-01T00:00:00Z,,,248
http://www.wikidata.org/entity/Q808426,Barnard Island Group National Park,http://www.wikidata.org/entity/Q408,Австралия,308,1998-01-01T00:00:00Z,,,42
http://www.wikidata.org/entity/Q808934,Barrington Tops National Park,http://www.wikidata.org/entity/Q408,Австралия,768.991328125,2010-01-01T00:00:00Z,,,1196
http://www.wikidata.org/entity/Q799956,Bago Bluff National Park,http://www.wikidata.org/entity/Q408,Австралия,4023,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q816402,Ben Lomond National Park,http://www.wikidata.org/entity/Q408,Австралия,181.90115234375,1947-01-01T00:00:00Z,,,1312
http://www.wikidata.org/entity/Q806454,Bangadilly National Park,http://www.wikidata.org/entity/Q408,Австралия,21.35,2001-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q806454,Bangadilly National Park,http://www.wikidata.org/entity/Q408,Австралия,2143,2001-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q827526,Mole Creek Karst National Park,http://www.wikidata.org/entity/Q408,Австралия,1345,1996-01-01T00:00:00Z,,,1126
http://www.wikidata.org/entity/Q824602,Подземная река Пуэрто-Принсеса,http://www.wikidata.org/entity/Q928,Филиппины,22202,1971-03-26T00:00:00Z,,,
http://www.wikidata.org/entity/Q816681,Benarkin National Park,http://www.wikidata.org/entity/Q408,Австралия,218,2006-01-01T00:00:00Z,,,350
http://www.wikidata.org/entity/Q806023,Ban Ban National Park,http://www.wikidata.org/entity/Q408,Австралия,1958,2006-01-01T00:00:00Z,,,395
http://www.wikidata.org/entity/Q808934,Barrington Tops National Park,http://www.wikidata.org/entity/Q408,Австралия,743,1969-01-01T00:00:00Z,,,1196
http://www.wikidata.org/entity/Q829228,Lihué Calel National Park,http://www.wikidata.org/entity/Q414,Аргентина,99.01,1977-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q806454,Bangadilly National Park,http://www.wikidata.org/entity/Q408,Австралия,21.35,2007-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q806454,Bangadilly National Park,http://www.wikidata.org/entity/Q408,Австралия,2143,2007-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q808934,Barrington Tops National Park,http://www.wikidata.org/entity/Q408,Австралия,39120,1969-01-01T00:00:00Z,,,1196
http://www.wikidata.org/entity/Q808426,Barnard Island Group National Park,http://www.wikidata.org/entity/Q408,Австралия,308,1994-01-01T00:00:00Z,,,42
http://www.wikidata.org/entity/Q828155,Национальный парк Крка,http://www.wikidata.org/entity/Q224,Хорватия,11063.68,1985-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q815431,Belford National Park,http://www.wikidata.org/entity/Q408,Австралия,294,2003-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q814030,Greater Beedelup National Park,http://www.wikidata.org/entity/Q408,Австралия,192.86958984375,1977-01-01T00:00:00Z,,,167
http://www.wikidata.org/entity/Q816671,Benambra National Park,http://www.wikidata.org/entity/Q408,Австралия,14.0015002441406,2001-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q827962,Перито-Морено,http://www.wikidata.org/entity/Q414,Аргентина,951.73,1937-01-01T00:00:00Z,,,44.599
http://www.wikidata.org/entity/Q815431,Belford National Park,http://www.wikidata.org/entity/Q408,Австралия,294,2006-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q808934,Barrington Tops National Park,http://www.wikidata.org/entity/Q408,Австралия,768.991328125,1969-01-01T00:00:00Z,,,1196
http://www.wikidata.org/entity/Q804881,Горы Бале (национальный парк),http://www.wikidata.org/entity/Q115,Эфиопия,2471,1969-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q805409,Балликрой,http://www.wikidata.org/entity/Q27,Ирландия,117.79,1998-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q808720,Barool National Park,http://www.wikidata.org/entity/Q408,Австралия,11214,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q816402,Ben Lomond National Park,http://www.wikidata.org/entity/Q408,Австралия,165,1947-01-01T00:00:00Z,,,1312
http://www.wikidata.org/entity/Q808827,Barranyi (North Island) National Park,http://www.wikidata.org/entity/Q408,Австралия,53.811259765625,1991-01-01T00:00:00Z,,,14
http://www.wikidata.org/entity/Q804731,Bald Rock National Park,http://www.wikidata.org/entity/Q408,Австралия,75,1971-01-01T00:00:00Z,,,1081
http://www.wikidata.org/entity/Q827519,Хартц-Маунтинс,http://www.wikidata.org/entity/Q408,Австралия,72.26,2013-01-01T00:00:00Z,http://www.wikidata.org/entity/Q21960733,Hartz Peak,768
http://www.wikidata.org/entity/Q828404,Йохо,http://www.wikidata.org/entity/Q16,Канада,1313.1,1886-10-10T00:00:00Z,http://www.wikidata.org/entity/Q3861599,Гудсир (гора),
http://www.wikidata.org/entity/Q827519,Хартц-Маунтинс,http://www.wikidata.org/entity/Q408,Австралия,121.34,1939-01-01T00:00:00Z,http://www.wikidata.org/entity/Q21960733,Hartz Peak,768
http://www.wikidata.org/entity/Q814030,Greater Beedelup National Park,http://www.wikidata.org/entity/Q408,Австралия,192.86958984375,2004-01-01T00:00:00Z,,,167
http://www.wikidata.org/entity/Q824602,Подземная река Пуэрто-Принсеса,http://www.wikidata.org/entity/Q928,Филиппины,22202,1999-11-12T00:00:00Z,,,
http://www.wikidata.org/entity/Q814030,Greater Beedelup National Park,http://www.wikidata.org/entity/Q408,Австралия,18,1977-01-01T00:00:00Z,,,167
http://www.wikidata.org/entity/Q804731,Bald Rock National Park,http://www.wikidata.org/entity/Q408,Австралия,75,2002-01-01T00:00:00Z,,,1081
http://www.wikidata.org/entity/Q816671,Benambra National Park,http://www.wikidata.org/entity/Q408,Австралия,1399,2001-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q829260,Калилегуа,http://www.wikidata.org/entity/Q414,Аргентина,76.3,1979-07-19T00:00:00Z,,,
http://www.wikidata.org/entity/Q828206,Lanín National Park,http://www.wikidata.org/entity/Q414,Аргентина,3790,1937-01-01T00:00:00Z,http://www.wikidata.org/entity/Q389121,Ланин,1595
http://www.wikidata.org/entity/Q804673,Balbalasang-Balbalan National Park,http://www.wikidata.org/entity/Q928,Филиппины,3923,1972-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q806310,Бандхавгарх (национальный парк),http://www.wikidata.org/entity/Q668,Индия,448,1968-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q806454,Bangadilly National Park,http://www.wikidata.org/entity/Q408,Австралия,21.3507592773438,2001-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q816780,Bendidee National Park,http://www.wikidata.org/entity/Q408,Австралия,9.27539733886719,1979-01-01T00:00:00Z,,,248
http://www.wikidata.org/entity/Q808720,Barool National Park,http://www.wikidata.org/entity/Q408,Австралия,111.638115234375,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q808827,Barranyi (North Island) National Park,http://www.wikidata.org/entity/Q408,Австралия,5421,1991-01-01T00:00:00Z,,,14
http://www.wikidata.org/entity/Q806454,Bangadilly National Park,http://www.wikidata.org/entity/Q408,Австралия,21.3507592773438,2007-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q816780,Bendidee National Park,http://www.wikidata.org/entity/Q408,Австралия,931,1994-01-01T00:00:00Z,,,248
http://www.wikidata.org/entity/Q807235,Barakee National Park,http://www.wikidata.org/entity/Q408,Австралия,498,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q814030,Greater Beedelup National Park,http://www.wikidata.org/entity/Q408,Австралия,18,2004-01-01T00:00:00Z,,,167
http://www.wikidata.org/entity/Q808827,Barranyi (North Island) National Park,http://www.wikidata.org/entity/Q408,Австралия,53.811259765625,1992-01-01T00:00:00Z,,,14
http://www.wikidata.org/entity/Q828291,Национальный парк Лос-Алерсес,http://www.wikidata.org/entity/Q414,Аргентина,188379,1937-01-01T00:00:00Z,http://www.wikidata.org/entity/Q21835769,Cordón de las Pirámides,827
http://www.wikidata.org/entity/Q799956,Bago Bluff National Park,http://www.wikidata.org/entity/Q408,Австралия,39.77396484375,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q827526,Mole Creek Karst National Park,http://www.wikidata.org/entity/Q408,Австралия,17.914854850769,2016-01-01T00:00:00Z,,,1126
http://www.wikidata.org/entity/Q807235,Barakee National Park,http://www.wikidata.org/entity/Q408,Австралия,498,2010-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q806023,Ban Ban National Park,http://www.wikidata.org/entity/Q408,Австралия,19.5805456542969,2006-01-01T00:00:00Z,,,395
http://www.wikidata.org/entity/Q828642,Río Pilcomayo National Park,http://www.wikidata.org/entity/Q414,Аргентина,51889,1951-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q808968,Barron Gorge National Park,http://www.wikidata.org/entity/Q408,Австралия,2825,1940-01-01T00:00:00Z,,,238
http://www.wikidata.org/entity/Q810692,Bataan National Park,http://www.wikidata.org/entity/Q928,Филиппины,256.76,1945-12-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q828601,El Rey National Park,http://www.wikidata.org/entity/Q414,Аргентина,44162,1948-01-01T00:00:00Z,,,902
http://www.wikidata.org/entity/Q827519,Хартц-Маунтинс,http://www.wikidata.org/entity/Q408,Австралия,72.26,1939-01-01T00:00:00Z,http://www.wikidata.org/entity/Q21960733,Hartz Peak,768
http://www.wikidata.org/entity/Q812025,Бау-Бау (национальный парк),http://www.wikidata.org/entity/Q408,Австралия,13530,1986-01-01T00:00:00Z,,,1363
http://www.wikidata.org/entity/Q828709,Огненная Земля,http://www.wikidata.org/entity/Q414,Аргентина,630,1960-10-15T00:00:00Z,http://www.wikidata.org/entity/Q2946780,Cerro Vinciguerra,807
http://www.wikidata.org/entity/Q808968,Barron Gorge National Park,http://www.wikidata.org/entity/Q408,Австралия,27.9423706054687,1940-01-01T00:00:00Z,,,238
http://www.wikidata.org/entity/Q815977,Bellinger River National Park,http://www.wikidata.org/entity/Q408,Австралия,28.3163452148438,1997-01-01T00:00:00Z,,,232
http://www.wikidata.org/entity/Q827526,Mole Creek Karst National Park,http://www.wikidata.org/entity/Q408,Австралия,1345,2016-01-01T00:00:00Z,,,1126
http://www.wikidata.org/entity/Q808827,Barranyi (North Island) National Park,http://www.wikidata.org/entity/Q408,Австралия,5421,1992-01-01T00:00:00Z,,,14
http://www.wikidata.org/entity/Q829012,Los Arrayanes National Park,http://www.wikidata.org/entity/Q414,Аргентина,184,1971-01-01T00:00:00Z,,,805
http://www.wikidata.org/entity/Q829012,Los Arrayanes National Park,http://www.wikidata.org/entity/Q414,Аргентина,184,1971-01-01T00:00:00Z,,,881
http://www.wikidata.org/entity/Q816402,Ben Lomond National Park,http://www.wikidata.org/entity/Q408,Австралия,181.90115234375,2000-01-01T00:00:00Z,,,1312
http://www.wikidata.org/entity/Q829805,Эль-Леонсито,http://www.wikidata.org/entity/Q414,Аргентина,897.06,1994-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q828291,Национальный парк Лос-Алерсес,http://www.wikidata.org/entity/Q414,Аргентина,207313,1937-01-01T00:00:00Z,http://www.wikidata.org/entity/Q21835769,Cordón de las Pirámides,827
http://www.wikidata.org/entity/Q815977,Bellinger River National Park,http://www.wikidata.org/entity/Q408,Австралия,2830,1997-01-01T00:00:00Z,,,232
http://www.wikidata.org/entity/Q829474,Los Cardones National Park,http://www.wikidata.org/entity/Q414,Аргентина,641.17,1996-11-20T00:00:00Z,http://www.wikidata.org/entity/Q21839388,Cerro Malcante,
http://www.wikidata.org/entity/Q550389,Реюньон,http://www.wikidata.org/entity/Q142,Франция,105514.9038,2007-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1545452,Питон-де-Неж,
http://www.wikidata.org/entity/Q541934,Chaelundi National Park,http://www.wikidata.org/entity/Q408,Австралия,19174,1997-01-01T00:00:00Z,,,291
http://www.wikidata.org/entity/Q491972,Mount William National Park,http://www.wikidata.org/entity/Q408,Австралия,185.91,1973-01-01T00:00:00Z,,,62
http://www.wikidata.org/entity/Q499953,Southwood National Park,http://www.wikidata.org/entity/Q408,Австралия,712,1970-01-01T00:00:00Z,,,262
http://www.wikidata.org/entity/Q541149,Hat Head National Park,http://www.wikidata.org/entity/Q408,Австралия,74,2006-01-01T00:00:00Z,,,30
http://www.wikidata.org/entity/Q494689,Juwangsan National Park,http://www.wikidata.org/entity/Q884,Республика Корея,105.6,1976-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q541149,Hat Head National Park,http://www.wikidata.org/entity/Q408,Австралия,74.011806640625,1972-01-01T00:00:00Z,,,30
http://www.wikidata.org/entity/Q499953,Southwood National Park,http://www.wikidata.org/entity/Q408,Австралия,712,2001-01-01T00:00:00Z,,,262
http://www.wikidata.org/entity/Q549411,Greenmount National Park,http://www.wikidata.org/entity/Q408,Австралия,2.02309585571289,1972-01-01T00:00:00Z,,,210
http://www.wikidata.org/entity/Q534596,Тель Беэр-Шева,http://www.wikidata.org/entity/Q801,Израиль,3.09,,,,
http://www.wikidata.org/entity/Q534596,Тель Беэр-Шева,http://www.wikidata.org/entity/Q801,Израиль,108.53,,,,
http://www.wikidata.org/entity/Q548153,Перияр,http://www.wikidata.org/entity/Q668,Индия,77700,1982-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q541934,Chaelundi National Park,http://www.wikidata.org/entity/Q408,Австралия,191.25697265625,2007-01-01T00:00:00Z,,,291
http://www.wikidata.org/entity/Q549411,Greenmount National Park,http://www.wikidata.org/entity/Q408,Австралия,2.02309585571289,1959-01-01T00:00:00Z,,,210
http://www.wikidata.org/entity/Q568121,Лейк-Эйлдон,http://www.wikidata.org/entity/Q408,Австралия,27750,1997-06-04T00:00:00Z,,,366
http://www.wikidata.org/entity/Q559054,Туран,http://www.wikidata.org/entity/Q794,Иран,101073,1972-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q559054,Туран,http://www.wikidata.org/entity/Q794,Иран,1010.73,1972-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q532440,Сундарбан,http://www.wikidata.org/entity/Q668,Индия,133010,1984-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q527914,Brindabella National Park,http://www.wikidata.org/entity/Q408,Австралия,18.454,1996-01-01T00:00:00Z,,,997
http://www.wikidata.org/entity/Q559054,Туран,http://www.wikidata.org/entity/Q794,Иран,101073,1976-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q559054,Туран,http://www.wikidata.org/entity/Q794,Иран,1010.73,1976-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q519117,Savage River National Park,http://www.wikidata.org/entity/Q408,Австралия,1798,1999-01-01T00:00:00Z,,,624
http://www.wikidata.org/entity/Q549411,Greenmount National Park,http://www.wikidata.org/entity/Q408,Австралия,56,1972-01-01T00:00:00Z,,,210
http://www.wikidata.org/entity/Q532440,Сундарбан,http://www.wikidata.org/entity/Q668,Индия,1330.12,1984-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q559054,Туран,http://www.wikidata.org/entity/Q794,Иран,310487,1972-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q506511,Манас,http://www.wikidata.org/entity/Q668,Индия,2600,1990-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q506511,Манас,http://www.wikidata.org/entity/Q668,Индия,39100,1990-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q559054,Туран,http://www.wikidata.org/entity/Q794,Иран,310487,1976-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q527914,Brindabella National Park,http://www.wikidata.org/entity/Q408,Австралия,212.882109375,1996-01-01T00:00:00Z,,,997
http://www.wikidata.org/entity/Q541856,Каньонлендс,http://www.wikidata.org/entity/Q30,США,337598,1964-09-12T00:00:00Z,http://www.wikidata.org/entity/Q49876792,Cathedral Point,
http://www.wikidata.org/entity/Q541934,Chaelundi National Park,http://www.wikidata.org/entity/Q408,Австралия,19174,2007-01-01T00:00:00Z,,,291
http://www.wikidata.org/entity/Q549411,Greenmount National Park,http://www.wikidata.org/entity/Q408,Австралия,56,1959-01-01T00:00:00Z,,,210
http://www.wikidata.org/entity/Q539518,Национальный парк Банк-д'Арген,http://www.wikidata.org/entity/Q1025,Мавритания,12000,1976-01-01T00:00:00Z,,,21
http://www.wikidata.org/entity/Q492185,River Gambia National Park,http://www.wikidata.org/entity/Q1005,Гамбия,585,1978-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q524956,Dorrigo National Park,http://www.wikidata.org/entity/Q408,Австралия,119,2003-01-01T00:00:00Z,,,306
http://www.wikidata.org/entity/Q541149,Hat Head National Park,http://www.wikidata.org/entity/Q408,Австралия,74,1972-01-01T00:00:00Z,,,30
http://www.wikidata.org/entity/Q568121,Лейк-Эйлдон,http://www.wikidata.org/entity/Q408,Австралия,27750,1998-01-01T00:00:00Z,,,366
http://www.wikidata.org/entity/Q550389,Реюньон,http://www.wikidata.org/entity/Q142,Франция,1054.47,2007-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1545452,Питон-де-Неж,
http://www.wikidata.org/entity/Q527914,Brindabella National Park,http://www.wikidata.org/entity/Q408,Австралия,18.454,2014-01-01T00:00:00Z,,,997
http://www.wikidata.org/entity/Q501344,Национальный парк Комоэ,http://www.wikidata.org/entity/Q1008,Кот-д’Ивуар,1150000,1968-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q491567,Gyeongju National Park,http://www.wikidata.org/entity/Q884,Республика Корея,13709,1968-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q524956,Dorrigo National Park,http://www.wikidata.org/entity/Q408,Австралия,7885,2003-01-01T00:00:00Z,,,306
http://www.wikidata.org/entity/Q501344,Национальный парк Комоэ,http://www.wikidata.org/entity/Q1008,Кот-д’Ивуар,11491.5,1968-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q536993,Грейтер-Бендиго,http://www.wikidata.org/entity/Q408,Австралия,17615,2002-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q527914,Brindabella National Park,http://www.wikidata.org/entity/Q408,Австралия,212.882109375,2014-01-01T00:00:00Z,,,997
http://www.wikidata.org/entity/Q491005,Вёрджин-Айлендс,http://www.wikidata.org/entity/Q30,США,59.6,1956-08-02T00:00:00Z,,,392
http://www.wikidata.org/entity/Q510882,Пном Кулен,http://www.wikidata.org/entity/Q424,Камбоджа,375,1993-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q536993,Грейтер-Бендиго,http://www.wikidata.org/entity/Q408,Австралия,17615,2006-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q564482,Annan River (Yuku Baja-Muliku) National Park,http://www.wikidata.org/entity/Q408,Австралия,86.856025390625,2006-01-01T00:00:00Z,,,35
http://www.wikidata.org/entity/Q559054,Туран,http://www.wikidata.org/entity/Q794,Иран,101073,2002-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q559054,Туран,http://www.wikidata.org/entity/Q794,Иран,1010.73,2002-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q526425,Idalia National Park,http://www.wikidata.org/entity/Q408,Австралия,1.44,1998-01-01T00:00:00Z,,,398
http://www.wikidata.org/entity/Q503835,Национальный парк Маново-Гоунда-Сен-Флорис,http://www.wikidata.org/entity/Q929,Центральноафриканская Республика,17400,1979-05-17T00:00:00Z,,,425
http://www.wikidata.org/entity/Q559054,Туран,http://www.wikidata.org/entity/Q794,Иран,310487,2002-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q499550,Smith Islands National Park,http://www.wikidata.org/entity/Q408,Австралия,11.3512976074219,1998-01-01T00:00:00Z,,,104
http://www.wikidata.org/entity/Q524956,Dorrigo National Park,http://www.wikidata.org/entity/Q408,Австралия,119,1967-01-01T00:00:00Z,,,306
http://www.wikidata.org/entity/Q499953,Southwood National Park,http://www.wikidata.org/entity/Q408,Австралия,71.1990283203125,1970-01-01T00:00:00Z,,,262
http://www.wikidata.org/entity/Q559054,Туран,http://www.wikidata.org/entity/Q794,Иран,1441523,1972-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q559054,Туран,http://www.wikidata.org/entity/Q794,Иран,14415.23,1972-01-01T00:00:00Z,,,
