parkLabel,countryLabel,areaKm2,inception,unescoStatusLabel
Cotubanamá National Park,Доминиканская Республика,,,Объект из предварительного списка Всемирного наследия
Кейп-Рейндж,Австралия,,1965-01-01T00:00:00Z,
Кейп-Рейндж,Австралия,,1972-01-01T00:00:00Z,
Янгуди (национальный парк),Эфиопия,,1999-01-01T00:00:00Z,
Северный Велебит,Хорватия,,1981-01-01T00:00:00Z,site of community importance
Северный Велебит,Хорватия,,1981-01-01T00:00:00Z,site of community importance
Северный Велебит,Хорватия,,1999-06-17T00:00:00Z,site of community importance
Северный Велебит,Хорватия,,1999-06-17T00:00:00Z,site of community importance
Toro Toro National Park,Боливия,,1989-07-26T00:00:00Z,
Wild Cattle Island National Park,Австралия,,1992-01-01T00:00:00Z,
Wild Cattle Island National Park,Австралия,,1992-01-01T00:00:00Z,
Wild Cattle Island National Park,Австралия,,1994-01-01T00:00:00Z,
Wild Cattle Island National Park,Австралия,,1994-01-01T00:00:00Z,
Гёйгёль,Азербайджан,,2008-01-01T00:00:00Z,
Гонарежу,Зимбабве,,1975-01-01T00:00:00Z,
Туктут-Ногаит,Канада,,1998-01-01T00:00:00Z,
Garig Gunak Barlu National Park,Австралия,,1981-01-01T00:00:00Z,
Garig Gunak Barlu National Park,Австралия,,1981-01-01T00:00:00Z,
Garig Gunak Barlu National Park,Австралия,,2000-01-01T00:00:00Z,
Garig Gunak Barlu National Park,Австралия,,2000-01-01T00:00:00Z,
Тортугеро,Коста-Рика,,1975-01-01T00:00:00Z,
Гейтс-оф-те-Арктик,США,,1980-01-01T00:00:00Z,
Долина Цветов,Индия,,,всемирное наследие
Villarrica National Park,Чили,,1940-11-28T00:00:00Z,
Villarrica National Park,Чили,,1940-11-28T00:00:00Z,
Лейк-Маньяра,Танзания,,1960-01-01T00:00:00Z,
Полонины,Словакия,,1997-10-01T00:00:00Z,
Полонины,Словакия,,1997-10-01T00:00:00Z,
Полонины,Словакия,,1997-10-01T00:00:00Z,
Yarriabini National Park,Австралия,,2003-01-01T00:00:00Z,
Yarriabini National Park,Австралия,,2003-01-01T00:00:00Z,
Yarriabini National Park,Австралия,,2010-01-01T00:00:00Z,
Yarriabini National Park,Австралия,,2010-01-01T00:00:00Z,
Катмай,США,,1980-01-01T00:00:00Z,
Чако,Аргентина,,1954-10-22T00:00:00Z,
Тайяталь,Австрия,,1999-01-01T00:00:00Z,
Тайяталь,Австрия,,1999-01-01T00:00:00Z,
Тайяталь,Австрия,,2000-01-01T00:00:00Z,
Тайяталь,Австрия,,2000-01-01T00:00:00Z,
Банде-Амир,Афганистан,,2009-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Walyunga National Park,Австралия,,1970-01-01T00:00:00Z,
Walyunga National Park,Австралия,,1970-01-01T00:00:00Z,
Walyunga National Park,Австралия,,1985-01-01T00:00:00Z,
Walyunga National Park,Австралия,,1985-01-01T00:00:00Z,
Апарадус-да-Серра (национальный парк),Бразилия,,1959-01-01T00:00:00Z,
Апарадус-да-Серра (национальный парк),Бразилия,,1959-01-01T00:00:00Z,
Serra do Itajaí National Park,Бразилия,,2004-06-04T00:00:00Z,
Serra do Itajaí National Park,Бразилия,,2004-06-04T00:00:00Z,
Arakwal National Park,Австралия,,2001-01-01T00:00:00Z,
Arakwal National Park,Австралия,,2001-01-01T00:00:00Z,
Arakwal National Park,Австралия,,2009-01-01T00:00:00Z,
Arakwal National Park,Австралия,,2009-01-01T00:00:00Z,
West Hill National Park,Австралия,,1971-01-01T00:00:00Z,
West Hill National Park,Австралия,,1971-01-01T00:00:00Z,
West Hill National Park,Австралия,,2003-01-01T00:00:00Z,
West Hill National Park,Австралия,,2003-01-01T00:00:00Z,
Морн-Труа-Питон,Доминика,,1975-01-01T00:00:00Z,всемирное наследие
Рисняк,Хорватия,,1953-01-01T00:00:00Z,
Рисняк,Хорватия,,1959-01-01T00:00:00Z,
Ubajara National Park,Бразилия,,1959-01-01T00:00:00Z,
Ubajara National Park,Бразилия,,1959-01-01T00:00:00Z,
Puyehue National Park,Чили,,1941-01-01T00:00:00Z,
Vesuvius National Park,Италия,,1991-06-05T00:00:00Z,
Vesuvius National Park,Италия,,1991-06-05T00:00:00Z,
Сент-Лоуренс-Айлендс,Канада,,1904-01-01T00:00:00Z,
Маунт-Ричмонд,Австралия,,1960-01-01T00:00:00Z,
Маунт-Ричмонд,Австралия,,1960-01-01T00:00:00Z,
Маунт-Ричмонд,Австралия,,1960-01-01T00:00:00Z,
Маунт-Ричмонд,Австралия,,1987-01-01T00:00:00Z,
Маунт-Ричмонд,Австралия,,1987-01-01T00:00:00Z,
Маунт-Ричмонд,Австралия,,1987-01-01T00:00:00Z,
Юрё,Швеция,,1991-02-07T00:00:00Z,
Юрё,Швеция,,1991-02-07T00:00:00Z,
Юрё,Швеция,,1991-02-07T00:00:00Z,
Юрё,Швеция,,1991-02-07T00:00:00Z,
Гай-Фокс-Ривер (национальный парк),Австралия,,1972-01-01T00:00:00Z,
Гай-Фокс-Ривер (национальный парк),Австралия,,1972-01-01T00:00:00Z,
Гай-Фокс-Ривер (национальный парк),Австралия,,2010-01-01T00:00:00Z,
Гай-Фокс-Ривер (национальный парк),Австралия,,2010-01-01T00:00:00Z,
Национальный парк Аревик,Армения,,2009-01-01T00:00:00Z,
Йеллоустонский национальный парк,США,,1872-03-01T00:00:00Z,всемирное наследие
Йеллоустонский национальный парк,США,,1872-03-01T00:00:00Z,всемирное наследие
Йеллоустонский национальный парк,США,,1872-03-01T00:00:00Z,всемирное наследие
Йеллоустонский национальный парк,США,,1872-03-01T00:00:00Z,всемирное наследие
Чиллаго-Мунгана Кейвс,Австралия,,1995-01-01T00:00:00Z,
Чиллаго-Мунгана Кейвс,Австралия,,1995-01-01T00:00:00Z,
Чиллаго-Мунгана Кейвс,Австралия,,2008-01-01T00:00:00Z,
Чиллаго-Мунгана Кейвс,Австралия,,2008-01-01T00:00:00Z,
Цзючжайгоу,Китай,,1978-01-01T00:00:00Z,всемирное наследие
Grey Peaks National Park,Австралия,,1971-01-01T00:00:00Z,
Grey Peaks National Park,Австралия,,1971-01-01T00:00:00Z,
Grey Peaks National Park,Австралия,,2015-01-01T00:00:00Z,
Grey Peaks National Park,Австралия,,2015-01-01T00:00:00Z,
Halifax Bay Wetlands National Park,Австралия,,1994-01-01T00:00:00Z,
Halifax Bay Wetlands National Park,Австралия,,1994-01-01T00:00:00Z,
Halifax Bay Wetlands National Park,Австралия,,2010-01-01T00:00:00Z,
Halifax Bay Wetlands National Park,Австралия,,2010-01-01T00:00:00Z,
Hasties Swamp National Park,Австралия,,1980-01-01T00:00:00Z,
Hasties Swamp National Park,Австралия,,1980-01-01T00:00:00Z,
Hasties Swamp National Park,Австралия,,1994-01-01T00:00:00Z,
Hasties Swamp National Park,Австралия,,1994-01-01T00:00:00Z,
Национальный парк Ала-Арча,Кыргызстан,,1976-04-29T00:00:00Z,
Банф,Канада,,1885-11-25T00:00:00Z,часть объекта всемирного наследия
Los Haitises National Park,Доминиканская Республика,,1976-01-01T00:00:00Z,
Hann Tableland National Park,Австралия,,1989-01-01T00:00:00Z,
Hann Tableland National Park,Австралия,,1989-01-01T00:00:00Z,
Hann Tableland National Park,Австралия,,2004-01-01T00:00:00Z,
Hann Tableland National Park,Австралия,,2004-01-01T00:00:00Z,
Национальный парк имени Александра Гумбольдта,Куба,,2001-02-02T00:00:00Z,всемирное наследие
Национальный парк имени Александра Гумбольдта,Куба,,2001-02-02T00:00:00Z,всемирное наследие
Пики Европы (национальный парк),Испания,,1918-07-24T00:00:00Z,
Пики Европы (национальный парк),Испания,,1918-07-24T00:00:00Z,
Дарьен,Панама,,1980-01-01T00:00:00Z,всемирное наследие
Дарьен,Панама,,1980-01-01T00:00:00Z,всемирное наследие
Fort Lytton National Park,Австралия,,1990-01-01T00:00:00Z,
Fort Lytton National Park,Австралия,,1990-01-01T00:00:00Z,
Fort Lytton National Park,Австралия,,1996-01-01T00:00:00Z,
Fort Lytton National Park,Австралия,,1996-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1957-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1957-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1957-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1957-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1979-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1979-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1979-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1979-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1991-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1991-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1991-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,1991-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,2000-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,2000-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,2000-01-01T00:00:00Z,
Лувин-Натуралисте,Австралия,,2000-01-01T00:00:00Z,
Симлипал,Индия,,1980-01-01T00:00:00Z,
Гунунг Мулу,Малайзия,,1974-01-01T00:00:00Z,всемирное наследие
Гунунг Мулу,Малайзия,,1974-01-01T00:00:00Z,national natural historic site of Malaysia
Sorkheh Hesar National Park,Иран,,,
Sorkheh Hesar National Park,Иран,,,
Грейт-Отуэй,Австралия,,2005-12-11T00:00:00Z,
Грейт-Отуэй,Австралия,,2005-12-11T00:00:00Z,
Грейт-Отуэй,Австралия,,2005-12-11T00:00:00Z,
Грейт-Отуэй,Австралия,,2017-01-01T00:00:00Z,
Грейт-Отуэй,Австралия,,2017-01-01T00:00:00Z,
Грейт-Отуэй,Австралия,,2017-01-01T00:00:00Z,
Сакликент,Турция,,1996-01-01T00:00:00Z,
Уэст-Кейп-Хоуи,Австралия,,1985-01-01T00:00:00Z,
Уэст-Кейп-Хоуи,Австралия,,1985-01-01T00:00:00Z,
Уэст-Кейп-Хоуи,Австралия,,1987-01-01T00:00:00Z,
Уэст-Кейп-Хоуи,Австралия,,1987-01-01T00:00:00Z,
Олимп,Греция,,1938-01-01T00:00:00Z,Специальная область сохранения
Олимп,Греция,,1938-01-01T00:00:00Z,особая природоохранная зона ЕС по защите птиц
Semenic-Cheile Carașului National Park,Румыния,,1990-01-01T00:00:00Z,
Semenic-Cheile Carașului National Park,Румыния,,1990-01-01T00:00:00Z,
Semenic-Cheile Carașului National Park,Румыния,,2000-01-01T00:00:00Z,
Semenic-Cheile Carașului National Park,Румыния,,2000-01-01T00:00:00Z,
Швейцарский национальный парк,Швейцария,,1914-01-01T00:00:00Z,
Швейцарский национальный парк,Швейцария,,1914-01-01T00:00:00Z,
Швейцарский национальный парк,Швейцария,,1914-01-01T00:00:00Z,
Те Уревера,Новая Зеландия,,1954-01-01T00:00:00Z,
Галапагос (национальный парк),Эквадор,,1959-01-01T00:00:00Z,
Manuel Antonio National Park,Коста-Рика,,1972-01-01T00:00:00Z,
Королевский национальный парк,Австралия,,1879-01-01T00:00:00Z,listed on the Australian National Heritage List
Королевский национальный парк,Австралия,,1879-01-01T00:00:00Z,listed on the Australian National Heritage List
Королевский национальный парк,Австралия,,2016-01-01T00:00:00Z,listed on the Australian National Heritage List
Королевский национальный парк,Австралия,,2016-01-01T00:00:00Z,listed on the Australian National Heritage List
Gorongosa National Park,Мозамбик,,1960-07-23T00:00:00Z,
Стерлинг-Рейндж,Австралия,,1913-01-01T00:00:00Z,listed on the Australian National Heritage List
Стерлинг-Рейндж,Австралия,,1994-01-01T00:00:00Z,listed on the Australian National Heritage List
Стерлинг-Рейндж,Австралия,,2011-01-01T00:00:00Z,listed on the Australian National Heritage List
Национальный парк Акагера,Руанда,,1934-01-01T00:00:00Z,ключевые орнитологические территории
Cabañeros National Park,Испания,,1995-01-01T00:00:00Z,
Cabañeros National Park,Испания,,1995-01-01T00:00:00Z,
Бьёрнландет,Швеция,,1991-02-07T00:00:00Z,
Бьёрнландет,Швеция,,1991-02-07T00:00:00Z,
Бьёрнландет,Швеция,,1991-02-07T00:00:00Z,
Бьёрнландет,Швеция,,1991-02-07T00:00:00Z,
Jardine River National Park,Австралия,,1994-01-01T00:00:00Z,
Jardine River National Park,Австралия,,1994-01-01T00:00:00Z,
Jardine River National Park,Австралия,,2017-01-01T00:00:00Z,
Taeanhaean National Park,Республика Корея,,1978-01-01T00:00:00Z,
Taeanhaean National Park,Республика Корея,,1978-01-01T00:00:00Z,
Gayasan National Park,Республика Корея,,1972-01-01T00:00:00Z,
Вёрджин-Айлендс,США,,1956-08-02T00:00:00Z,
Вёрджин-Айлендс,США,,1976-01-01T00:00:00Z,
Gyeongju National Park,Республика Корея,,1968-01-01T00:00:00Z,
Mount William National Park,Австралия,,1973-01-01T00:00:00Z,
River Gambia National Park,Гамбия,,1978-01-01T00:00:00Z,
Juwangsan National Park,Республика Корея,,1976-01-01T00:00:00Z,
Juwangsan National Park,Республика Корея,,1976-01-01T00:00:00Z,
Smith Islands National Park,Австралия,,1994-01-01T00:00:00Z,
Smith Islands National Park,Австралия,,1994-01-01T00:00:00Z,
Smith Islands National Park,Австралия,,1998-01-01T00:00:00Z,
Smith Islands National Park,Австралия,,1998-01-01T00:00:00Z,
Southwood National Park,Австралия,,1970-01-01T00:00:00Z,
Southwood National Park,Австралия,,1970-01-01T00:00:00Z,
Southwood National Park,Австралия,,2001-01-01T00:00:00Z,
Southwood National Park,Австралия,,2001-01-01T00:00:00Z,
Национальный парк Комоэ,Кот-д’Ивуар,,1968-01-01T00:00:00Z,всемирное наследие
Национальный парк Комоэ,Кот-д’Ивуар,,1968-01-01T00:00:00Z,всемирное наследие
Джаспер,Канада,,1907-09-14T00:00:00Z,парк тёмного неба
Джаспер,Канада,,1907-09-14T00:00:00Z,часть объекта всемирного наследия
Нижнее Замбези (национальный парк),Замбия,,1983-01-01T00:00:00Z,
Луамбе (национальный парк),Замбия,,,
Национальный парк Маново-Гоунда-Сен-Флорис,Центральноафриканская Республика,,1979-05-17T00:00:00Z,всемирное наследие
Национальный парк Маново-Гоунда-Сен-Флорис,Центральноафриканская Республика,,1979-05-17T00:00:00Z,всемирное наследие
Горы Сымен,Эфиопия,,1969-01-01T00:00:00Z,всемирное наследие
Горы Сымен,Эфиопия,,1969-01-01T00:00:00Z,всемирное наследие
Манас,Индия,,1990-01-01T00:00:00Z,всемирное наследие
Манас,Индия,,1990-01-01T00:00:00Z,всемирное наследие
Пном Кулен,Камбоджа,,1993-01-01T00:00:00Z,
Savage River National Park,Австралия,,1999-01-01T00:00:00Z,
Savage River National Park,Австралия,,1999-01-01T00:00:00Z,
Takamanda National Park,Камерун,,2008-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Dorrigo National Park,Австралия,,1967-01-01T00:00:00Z,часть объекта всемирного наследия
Dorrigo National Park,Австралия,,1967-01-01T00:00:00Z,часть объекта всемирного наследия
Dorrigo National Park,Австралия,,1967-01-01T00:00:00Z,часть объекта всемирного наследия
Dorrigo National Park,Австралия,,2003-01-01T00:00:00Z,часть объекта всемирного наследия
Dorrigo National Park,Австралия,,2003-01-01T00:00:00Z,часть объекта всемирного наследия
Dorrigo National Park,Австралия,,2003-01-01T00:00:00Z,часть объекта всемирного наследия
Idalia National Park,Австралия,,1990-01-01T00:00:00Z,
Idalia National Park,Австралия,,1990-01-01T00:00:00Z,
Idalia National Park,Австралия,,1998-01-01T00:00:00Z,
Idalia National Park,Австралия,,1998-01-01T00:00:00Z,
Brindabella National Park,Австралия,,1996-01-01T00:00:00Z,listed on the Australian National Heritage List
Brindabella National Park,Австралия,,1996-01-01T00:00:00Z,listed on the Australian National Heritage List
Brindabella National Park,Австралия,,2014-01-01T00:00:00Z,listed on the Australian National Heritage List
Brindabella National Park,Австралия,,2014-01-01T00:00:00Z,listed on the Australian National Heritage List
Раго,Норвегия,,1971-01-22T00:00:00Z,
Раго,Норвегия,,1971-01-22T00:00:00Z,
Сундарбан,Индия,,1984-01-01T00:00:00Z,всемирное наследие
Сундарбан,Индия,,1984-01-01T00:00:00Z,всемирное наследие
Тель Беэр-Шева,Израиль,,,часть объекта всемирного наследия
Тель Беэр-Шева,Израиль,,,часть объекта всемирного наследия
Архипелаг Маддалена,Италия,,1994-01-01T00:00:00Z,
Архипелаг Маддалена,Италия,,1994-01-01T00:00:00Z,
Грейтер-Бендиго,Австралия,,2002-01-01T00:00:00Z,
Грейтер-Бендиго,Австралия,,2002-01-01T00:00:00Z,
Грейтер-Бендиго,Австралия,,2002-01-01T00:00:00Z,
Грейтер-Бендиго,Австралия,,2006-01-01T00:00:00Z,
Грейтер-Бендиго,Австралия,,2006-01-01T00:00:00Z,
Грейтер-Бендиго,Австралия,,2006-01-01T00:00:00Z,
Национальный парк Банк-д'Арген,Мавритания,,1976-01-01T00:00:00Z,всемирное наследие
Национальный парк Банк-д'Арген,Мавритания,,1976-01-01T00:00:00Z,всемирное наследие
Национальный парк Банк-д'Арген,Мавритания,,1978-01-01T00:00:00Z,всемирное наследие
Национальный парк Банк-д'Арген,Мавритания,,1978-01-01T00:00:00Z,всемирное наследие
Национальный парк Банк-д'Арген,Мавритания,,1976-01-01T00:00:00Z,Рамсарское угодье
Национальный парк Банк-д'Арген,Мавритания,,1976-01-01T00:00:00Z,Рамсарское угодье
Национальный парк Банк-д'Арген,Мавритания,,1978-01-01T00:00:00Z,Рамсарское угодье
Национальный парк Банк-д'Арген,Мавритания,,1978-01-01T00:00:00Z,Рамсарское угодье
Murray Valley National Park,Австралия,,2010-01-01T00:00:00Z,
Murray Valley National Park,Австралия,,2010-01-01T00:00:00Z,
Murray Valley National Park,Австралия,,2014-01-01T00:00:00Z,
Murray Valley National Park,Австралия,,2014-01-01T00:00:00Z,
Hat Head National Park,Австралия,,1972-01-01T00:00:00Z,
Hat Head National Park,Австралия,,1972-01-01T00:00:00Z,
Hat Head National Park,Австралия,,2006-01-01T00:00:00Z,
Hat Head National Park,Австралия,,2006-01-01T00:00:00Z,
Каньонлендс,США,,1964-09-12T00:00:00Z,International Dark Sky Park
Chaelundi National Park,Австралия,,1997-01-01T00:00:00Z,
Chaelundi National Park,Австралия,,1997-01-01T00:00:00Z,
Chaelundi National Park,Австралия,,2007-01-01T00:00:00Z,
Chaelundi National Park,Австралия,,2007-01-01T00:00:00Z,
Дунай-Ипой,Венгрия,,1997-01-01T00:00:00Z,
Перияр,Индия,,1982-01-01T00:00:00Z,часть объекта всемирного наследия
Разна,Латвия,,2007-01-01T00:00:00Z,
Greenmount National Park,Австралия,,1959-01-01T00:00:00Z,
Greenmount National Park,Австралия,,1959-01-01T00:00:00Z,
Greenmount National Park,Австралия,,1972-01-01T00:00:00Z,
Greenmount National Park,Австралия,,1972-01-01T00:00:00Z,
Реюньон,Франция,,2007-01-01T00:00:00Z,
Реюньон,Франция,,2007-01-01T00:00:00Z,
Nini Suhien National Park,Гана,,1976-01-01T00:00:00Z,
Туран,Иран,,1972-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Туран,Иран,,1972-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Туран,Иран,,1972-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Туран,Иран,,1972-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Туран,Иран,,1972-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Туран,Иран,,1976-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Туран,Иран,,1976-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Cunnawarra National Park,Австралия,,1999-01-01T00:00:00Z,
Cunnawarra National Park,Австралия,,2003-01-01T00:00:00Z,
Айл-Ройал,США,,1940-04-03T00:00:00Z,
Фолгефонна,Норвегия,,2005-04-29T00:00:00Z,
Фолгефонна,Норвегия,,2005-04-29T00:00:00Z,
Girraween National Park,Австралия,,1966-01-01T00:00:00Z,
Girraween National Park,Австралия,,1966-01-01T00:00:00Z,
Cheile Nerei-Beușnița National Park,Румыния,,1990-01-01T00:00:00Z,
Cheile Nerei-Beușnița National Park,Румыния,,1990-01-01T00:00:00Z,
Cheile Nerei-Beușnița National Park,Румыния,,2000-01-01T00:00:00Z,
Cheile Nerei-Beușnița National Park,Румыния,,2000-01-01T00:00:00Z,
Minerva Hills National Park,Австралия,,1994-01-01T00:00:00Z,
Minerva Hills National Park,Австралия,,1994-01-01T00:00:00Z,
Molle Islands National Park,Австралия,,1937-01-01T00:00:00Z,
Molle Islands National Park,Австралия,,1937-01-01T00:00:00Z,
Molle Islands National Park,Австралия,,1998-01-01T00:00:00Z,
Molle Islands National Park,Австралия,,1998-01-01T00:00:00Z,
Caparaó National Park,Бразилия,,1961-05-14T00:00:00Z,
Caparaó National Park,Бразилия,,1961-05-14T00:00:00Z,
Вануаз,Франция,,1963-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Вануаз,Франция,,1963-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Вануаз,Франция,,1963-07-06T00:00:00Z,Объект из предварительного списка Всемирного наследия
Вануаз,Франция,,1963-07-06T00:00:00Z,Объект из предварительного списка Всемирного наследия
Millstream Chichester National Park,Австралия,,1970-01-01T00:00:00Z,
Millstream Chichester National Park,Австралия,,1970-01-01T00:00:00Z,
Millstream Chichester National Park,Австралия,,1972-01-01T00:00:00Z,
Millstream Chichester National Park,Австралия,,1972-01-01T00:00:00Z,
Эрринундра (национальный парк),Австралия,,1988-01-01T00:00:00Z,
Эрринундра (национальный парк),Австралия,,1988-01-01T00:00:00Z,
Эрринундра (национальный парк),Австралия,,1988-01-01T00:00:00Z,
Конгари,США,,2003-11-10T00:00:00Z,Национальная природная достопримечательность
Конгари,США,,2003-11-10T00:00:00Z,Рамсарское угодье
Сайлент-Вэлли (национальный парк),Индия,,1980-01-01T00:00:00Z,часть объекта всемирного наследия
Барма,Австралия,,2010-06-29T00:00:00Z,
Йосемити,США,,1890-10-01T00:00:00Z,всемирное наследие
Йосемити,США,,1890-10-01T00:00:00Z,всемирное наследие
Брокмен (национальный парк),Австралия,,1977-01-01T00:00:00Z,
Брокмен (национальный парк),Австралия,,1977-01-01T00:00:00Z,
Nullarbor National Park,Австралия,,1979-01-01T00:00:00Z,
Nullarbor National Park,Австралия,,1979-01-01T00:00:00Z,
Nullarbor National Park,Австралия,,2006-01-01T00:00:00Z,
Nullarbor National Park,Австралия,,2006-01-01T00:00:00Z,
Rajaji National Park,Индия,,1983-01-01T00:00:00Z,
Юнкердаль,Норвегия,,2004-01-01T00:00:00Z,
Юнкердаль,Норвегия,,2004-01-01T00:00:00Z,
Skarvan and Roltdalen National Park,Норвегия,,2004-01-01T00:00:00Z,
Skarvan and Roltdalen National Park,Норвегия,,2004-01-01T00:00:00Z,
Йостедалсбреен,Норвегия,,1991-10-25T00:00:00Z,
Йостедалсбреен,Норвегия,,1991-10-25T00:00:00Z,
Sjunkhatten National Park,Норвегия,,2010-01-01T00:00:00Z,
Sjunkhatten National Park,Норвегия,,2010-01-01T00:00:00Z,
Редвуд,США,,1968-10-02T00:00:00Z,
Казиранга,Индия,,1905-01-01T00:00:00Z,всемирное наследие
Казиранга,Индия,,1905-01-01T00:00:00Z,всемирное наследие
Moorrinya National Park,Австралия,,1993-01-01T00:00:00Z,
Moorrinya National Park,Австралия,,1993-01-01T00:00:00Z,
Moorrinya National Park,Австралия,,1995-01-01T00:00:00Z,
Moorrinya National Park,Австралия,,1995-01-01T00:00:00Z,
Бримстоун-Хилл-Фортресс,Сент-Китс и Невис,,1987-01-01T00:00:00Z,всемирное наследие
Иввавик,Канада,,1984-01-01T00:00:00Z,
Тонгариро,Новая Зеландия,,1887-01-01T00:00:00Z,всемирное наследие
Тонгариро,Новая Зеландия,,1887-01-01T00:00:00Z,всемирное наследие
Буджамулла,Австралия,,1985-01-01T00:00:00Z,
Буджамулла,Австралия,,1985-01-01T00:00:00Z,
Буджамулла,Австралия,,2003-01-01T00:00:00Z,
Буджамулла,Австралия,,2003-01-01T00:00:00Z,
Ретезат,Румыния,,1935-01-01T00:00:00Z,
Ретезат,Румыния,,1935-01-01T00:00:00Z,
Ретезат,Румыния,,1988-01-01T00:00:00Z,
Ретезат,Румыния,,1988-01-01T00:00:00Z,
Зайон,США,,1919-11-19T00:00:00Z,International Dark Sky Park
Зайон,США,,1919-11-19T00:00:00Z,International Dark Sky Park
Хавайи-Волкейнос,США,,1916-01-01T00:00:00Z,всемирное наследие
Хавайи-Волкейнос,США,,1916-01-01T00:00:00Z,всемирное наследие
Pioneer Peaks National Park,Австралия,,1992-01-01T00:00:00Z,
Pioneer Peaks National Park,Австралия,,1992-01-01T00:00:00Z,
Pioneer Peaks National Park,Австралия,,2004-01-01T00:00:00Z,
Pioneer Peaks National Park,Австралия,,2004-01-01T00:00:00Z,
Reliance Creek National Park,Австралия,,1980-01-01T00:00:00Z,
Reliance Creek National Park,Австралия,,2007-01-01T00:00:00Z,
Mount O'Connell National Park,Австралия,,1989-01-01T00:00:00Z,
Mount O'Connell National Park,Австралия,,1989-01-01T00:00:00Z,
Mount O'Connell National Park,Австралия,,1994-01-01T00:00:00Z,
Mount O'Connell National Park,Австралия,,1994-01-01T00:00:00Z,
Mount Pinbarren National Park,Австралия,,1929-01-01T00:00:00Z,
Mount Pinbarren National Park,Австралия,,1929-01-01T00:00:00Z,
Mount Pinbarren National Park,Австралия,,2002-01-01T00:00:00Z,
Mount Pinbarren National Park,Австралия,,2002-01-01T00:00:00Z,
Mount Martin National Park,Австралия,,1994-01-01T00:00:00Z,
Mount Martin National Park,Австралия,,1994-01-01T00:00:00Z,
Mount Martin National Park,Австралия,,2008-01-01T00:00:00Z,
Mount Martin National Park,Австралия,,2008-01-01T00:00:00Z,
Стаатен Ривер,Австралия,,1977-01-01T00:00:00Z,
Стаатен Ривер,Австралия,,1977-01-01T00:00:00Z,
Стаатен Ривер,Австралия,,1994-01-01T00:00:00Z,
Стаатен Ривер,Австралия,,1994-01-01T00:00:00Z,
Лос-Гласьярес,Аргентина,,1939-01-01T00:00:00Z,всемирное наследие
Лос-Гласьярес,Аргентина,,1939-01-01T00:00:00Z,всемирное наследие
Денали,США,,1917-01-01T00:00:00Z,
Брайс-Каньон,США,,1928-09-15T00:00:00Z,International Dark Sky Park
Туран,Иран,,2002-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Туран,Иран,,2002-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Туран,Иран,,2002-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Annan River (Yuku Baja-Muliku) National Park,Австралия,,2006-01-01T00:00:00Z,
Annan River (Yuku Baja-Muliku) National Park,Австралия,,2006-01-01T00:00:00Z,
Лейк-Эйлдон,Австралия,,1997-06-04T00:00:00Z,
Лейк-Эйлдон,Австралия,,1997-06-04T00:00:00Z,
Лейк-Эйлдон,Австралия,,1997-06-04T00:00:00Z,
Лейк-Эйлдон,Австралия,,1998-01-01T00:00:00Z,
Лейк-Эйлдон,Австралия,,1998-01-01T00:00:00Z,
Лейк-Эйлдон,Австралия,,1998-01-01T00:00:00Z,
Buila-Vânturarița National Park,Румыния,,2005-01-01T00:00:00Z,
Buila-Vânturarița National Park,Румыния,,2005-01-01T00:00:00Z,
Какум,Гана,,1992-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Маврово,Северная Македония,,1949-01-01T00:00:00Z,
Хамра,Швеция,,1909-06-21T00:00:00Z,
Хамра,Швеция,,1909-06-21T00:00:00Z,
Хамра,Швеция,,1909-06-21T00:00:00Z,
Хамра,Швеция,,1909-06-21T00:00:00Z,
Lake Gairdner National Park,Австралия,,1991-01-01T00:00:00Z,
