parkLabel,countryLabel,areaKm2,inception,unescoStatusLabel
Clyde River National Park,Австралия,,2000-01-01T00:00:00Z,
Clyde River National Park,Австралия,,2000-01-01T00:00:00Z,
Clyde River National Park,Австралия,,2001-01-01T00:00:00Z,
Clyde River National Park,Австралия,,2001-01-01T00:00:00Z,
Coalstoun Lakes National Park,Австралия,,1929-01-01T00:00:00Z,
Coalstoun Lakes National Park,Австралия,,1929-01-01T00:00:00Z,
Coalstoun Lakes National Park,Австралия,,1994-01-01T00:00:00Z,
Coalstoun Lakes National Park,Австралия,,1994-01-01T00:00:00Z,
Коббобуни,Австралия,,2008-01-01T00:00:00Z,
Коббобуни,Австралия,,2008-01-01T00:00:00Z,
Коббобуни,Австралия,,2008-01-01T00:00:00Z,
Morne Seychellois National Park,Сейшельские Острова,,,
Cocoparra National Park,Австралия,,1969-12-03T00:00:00Z,
Cocoparra National Park,Австралия,,1969-12-03T00:00:00Z,
Cocoparra National Park,Австралия,,1983-01-01T00:00:00Z,
Cocoparra National Park,Австралия,,1983-01-01T00:00:00Z,
Coffin Bay National Park,Австралия,,1982-01-01T00:00:00Z,
Coffin Bay National Park,Австралия,,1982-01-01T00:00:00Z,
Coffin Bay National Park,Австралия,,1999-01-01T00:00:00Z,
Coffin Bay National Park,Австралия,,1999-01-01T00:00:00Z,
Chad Basin National Park,Нигерия,,,
Ватаму,Кения,,1968-01-01T00:00:00Z,
Ватаму,Кения,,1968-01-01T00:00:00Z,
Ватаму,Кения,,1968-01-01T00:00:00Z,
Okomu National Park,Нигерия,,1999-01-01T00:00:00Z,
Камуку (национальный парк),Нигерия,,1999-01-01T00:00:00Z,ключевые орнитологические территории
Manda National Park,Чад,,1967-10-23T00:00:00Z,
Collier Range National Park,Австралия,,1978-01-01T00:00:00Z,
Collier Range National Park,Австралия,,1978-01-01T00:00:00Z,
Collier Range National Park,Австралия,,1993-01-01T00:00:00Z,
Collier Range National Park,Австралия,,1993-01-01T00:00:00Z,
Доврефьель-Сунндалсфьелла,Норвегия,,2002-01-01T00:00:00Z,
Доврефьель-Сунндалсфьелла,Норвегия,,2002-01-01T00:00:00Z,
El Tamá National Park,Венесуэла,,1978-01-01T00:00:00Z,
Guatopo National Park,Венесуэла,,1958-03-28T00:00:00Z,
Yacambú National Park,Венесуэла,,1962-06-12T00:00:00Z,
Yurubí National Park,Венесуэла,,1960-03-18T00:00:00Z,
Duida-Marahuaca National Park,Венесуэла,,1978-12-12T00:00:00Z,
Эль-Гуачаро,Венесуэла,,1975-05-27T00:00:00Z,национальный исторический памятник Венесуэлы
Banhine National Park,Мозамбик,,1973-01-01T00:00:00Z,national park of Mozambique
Battery Kemble Park,США,,,
Bhawal National Park,Бангладеш,,1974-01-01T00:00:00Z,
Blue and John Crow Mountains National Park,Ямайка,,1993-01-01T00:00:00Z,
Сидней-Харбор,Австралия,,2001-01-01T00:00:00Z,
Сидней-Харбор,Австралия,,2001-01-01T00:00:00Z,
Рангел — Сент-Элайас,США,,1980-01-01T00:00:00Z,часть объекта всемирного наследия
Шапада-дус-Веадейрус,Бразилия,,1961-01-01T00:00:00Z,часть объекта всемирного наследия
Шапада-дус-Веадейрус,Бразилия,,1961-01-01T00:00:00Z,часть объекта всемирного наследия
Шапада-дус-Веадейрус,Бразилия,,1961-01-01T00:00:00Z,часть объекта всемирного наследия
Astrebla Downs National Park,Австралия,,1996-01-01T00:00:00Z,
Astrebla Downs National Park,Австралия,,1996-01-01T00:00:00Z,
Astrebla Downs National Park,Австралия,,1999-01-01T00:00:00Z,
Astrebla Downs National Park,Австралия,,1999-01-01T00:00:00Z,
Lamington National Park,Австралия,,1915-01-01T00:00:00Z,часть объекта всемирного наследия
Lamington National Park,Австралия,,1915-01-01T00:00:00Z,часть объекта всемирного наследия
Lamington National Park,Австралия,,1915-01-01T00:00:00Z,часть объекта всемирного наследия
Lamington National Park,Австралия,,2018-01-01T00:00:00Z,часть объекта всемирного наследия
Lamington National Park,Австралия,,2018-01-01T00:00:00Z,часть объекта всемирного наследия
Lamington National Park,Австралия,,2018-01-01T00:00:00Z,часть объекта всемирного наследия
Эмас,Бразилия,,1961-01-01T00:00:00Z,часть объекта всемирного наследия
Эмас,Бразилия,,1961-01-01T00:00:00Z,часть объекта всемирного наследия
Эмас,Бразилия,,1961-01-01T00:00:00Z,часть объекта всемирного наследия
Гарпхюттан,Швеция,,1909-06-21T00:00:00Z,
Гарпхюттан,Швеция,,1909-06-21T00:00:00Z,
Гарпхюттан,Швеция,,1909-06-21T00:00:00Z,
Гарпхюттан,Швеция,,1909-06-21T00:00:00Z,
Фулуфьеллет,Швеция,,2002-08-01T00:00:00Z,
Фулуфьеллет,Швеция,,2002-08-01T00:00:00Z,
Фулуфьеллет,Швеция,,2002-08-01T00:00:00Z,
Фулуфьеллет,Швеция,,2002-08-01T00:00:00Z,
Шаба,Кения,,1974-01-01T00:00:00Z,
Nawegaon National Park,Индия,,1975-01-01T00:00:00Z,
Vicente Pérez Rosales National Park,Чили,,1926-08-17T00:00:00Z,
Vicente Pérez Rosales National Park,Чили,,1926-08-17T00:00:00Z,
Каркаралинский национальный парк,Казахстан,,1998-01-01T00:00:00Z,
Ben En National Park,Вьетнам,,1992-01-01T00:00:00Z,
Sohoton Natural Bridge National Park,Филиппины,,1935-01-01T00:00:00Z,
South Button Island National Park,Индия,,1987-01-01T00:00:00Z,
Билу,Австралия,,1995-01-01T00:00:00Z,
Билу,Австралия,,1995-01-01T00:00:00Z,
Билу,Австралия,,2004-01-01T00:00:00Z,
Билу,Австралия,,2004-01-01T00:00:00Z,
Олавик (национальный парк),Канада,,2001-01-01T00:00:00Z,
Вулкан Поас,Коста-Рика,,1970-01-01T00:00:00Z,
Кинглейк (национальный парк),Австралия,,1962-01-01T00:00:00Z,
Кинглейк (национальный парк),Австралия,,1962-01-01T00:00:00Z,
Кинглейк (национальный парк),Австралия,,1962-01-01T00:00:00Z,
Кинглейк (национальный парк),Австралия,,1962-01-01T00:00:00Z,
Кинглейк (национальный парк),Австралия,,1962-01-01T00:00:00Z,
Экрен,Франция,,1973-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Экрен,Франция,,1973-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Экрен,Франция,,1973-03-27T00:00:00Z,Объект из предварительного списка Всемирного наследия
Экрен,Франция,,1973-03-27T00:00:00Z,Объект из предварительного списка Всемирного наследия
Michaelmas and Upolu Cays National Park,Австралия,,1975-01-01T00:00:00Z,
Michaelmas and Upolu Cays National Park,Австралия,,1975-01-01T00:00:00Z,
Michaelmas and Upolu Cays National Park,Австралия,,2001-01-01T00:00:00Z,
Michaelmas and Upolu Cays National Park,Австралия,,2001-01-01T00:00:00Z,
Тадохэхэсан,Республика Корея,,1981-01-01T00:00:00Z,
Сидней-Харбор,Австралия,,1975-01-01T00:00:00Z,
Сидней-Харбор,Австралия,,1975-01-01T00:00:00Z,
Cerro El Copey National Park,Венесуэла,,1974-02-27T00:00:00Z,
Elsey National Park,Австралия,,1991-01-01T00:00:00Z,
Шар-Планина,Республика Косово,,1986-01-01T00:00:00Z,
Шар-Планина,Республика Косово,,2012-01-01T00:00:00Z,
Okeluse Forest Reserve,Нигерия,,,
Oluwa Forest Reserve,Нигерия,,,
Orango Islands National Park,Гвинея-Бисау,,2000-08-01T00:00:00Z,
Pau Brasil National Park,Бразилия,,1999-04-20T00:00:00Z,часть объекта всемирного наследия
Pau Brasil National Park,Бразилия,,1999-04-20T00:00:00Z,часть объекта всемирного наследия
Pau Brasil National Park,Бразилия,,1999-04-20T00:00:00Z,часть объекта всемирного наследия
Payne's Creek National Park,Белиз,,1994-01-01T00:00:00Z,
Forollhogna National Park,Норвегия,,2001-01-01T00:00:00Z,
Forollhogna National Park,Норвегия,,2001-01-01T00:00:00Z,
Ifrane National Park,Марокко,,2004-01-01T00:00:00Z,
Костерхавет,Швеция,,2009-09-01T00:00:00Z,
Костерхавет,Швеция,,2009-09-01T00:00:00Z,
Костерхавет,Швеция,,2009-09-01T00:00:00Z,
Костерхавет,Швеция,,2009-09-01T00:00:00Z,
"Абруццо, Лацио и Молизе",Италия,,1922-01-01T00:00:00Z,
"Абруццо, Лацио и Молизе",Италия,,1922-01-01T00:00:00Z,
"Абруццо, Лацио и Молизе",Италия,,1923-01-01T00:00:00Z,
"Абруццо, Лацио и Молизе",Италия,,1923-01-01T00:00:00Z,
Saltwater National Park,Австралия,,2004-01-01T00:00:00Z,
Saltwater National Park,Австралия,,2004-01-01T00:00:00Z,
Saltwater National Park,Австралия,,2004-09-01T00:00:00Z,
Saltwater National Park,Австралия,,2004-09-01T00:00:00Z,
Колхидский национальный парк,Грузия,,1998-01-01T00:00:00Z,
Франклин — Гордон-Уайлд-Риверс,Австралия,,1908-01-01T00:00:00Z,
Франклин — Гордон-Уайлд-Риверс,Австралия,,1908-01-01T00:00:00Z,
Франклин — Гордон-Уайлд-Риверс,Австралия,,1999-01-01T00:00:00Z,
Франклин — Гордон-Уайлд-Риверс,Австралия,,1999-01-01T00:00:00Z,
Watarrka National Park,Австралия,,1989-01-01T00:00:00Z,
Watarrka National Park,Австралия,,2012-01-01T00:00:00Z,
Нараунтапу,Австралия,,1976-01-01T00:00:00Z,
Нараунтапу,Австралия,,1976-01-01T00:00:00Z,
Нараунтапу,Австралия,,2000-01-01T00:00:00Z,
Нараунтапу,Австралия,,2000-01-01T00:00:00Z,
Рантхамбор,Индия,,1980-01-01T00:00:00Z,
Айгуес-Тортес-Сан-Маурисио,Испания,,1955-10-21T00:00:00Z,site of community importance
Айгуес-Тортес-Сан-Маурисио,Испания,,1955-10-21T00:00:00Z,site of community importance
Айгуес-Тортес-Сан-Маурисио,Испания,,1955-10-21T00:00:00Z,Специальная область сохранения
Айгуес-Тортес-Сан-Маурисио,Испания,,1955-10-21T00:00:00Z,Специальная область сохранения
Айгуес-Тортес-Сан-Маурисио,Испания,,1955-10-21T00:00:00Z,особая природоохранная зона ЕС по защите птиц
Айгуес-Тортес-Сан-Маурисио,Испания,,1955-10-21T00:00:00Z,особая природоохранная зона ЕС по защите птиц
Айгуес-Тортес-Сан-Маурисио,Испания,,1955-10-21T00:00:00Z,Рамсарское угодье
Айгуес-Тортес-Сан-Маурисио,Испания,,1955-10-21T00:00:00Z,Рамсарское угодье
Welford National Park,Австралия,,1992-01-01T00:00:00Z,
Welford National Park,Австралия,,1992-01-01T00:00:00Z,
Welford National Park,Австралия,,2008-01-01T00:00:00Z,
Welford National Park,Австралия,,2008-01-01T00:00:00Z,
Лиува-Плейнс (национальный парк),Замбия,,1972-01-01T00:00:00Z,
Стаббурсдален,Норвегия,,1970-01-01T00:00:00Z,
Стаббурсдален,Норвегия,,1970-01-01T00:00:00Z,
Soberanía National Park,Панама,,1980-01-01T00:00:00Z,
Янкари (парк),Нигерия,,1991-01-01T00:00:00Z,
Пенеда-Жереш,Португалия,,1971-01-01T00:00:00Z,heritage without legal protection
Пенеда-Жереш,Португалия,,1971-01-01T00:00:00Z,heritage without legal protection
Пенеда-Жереш,Португалия,,1971-05-08T00:00:00Z,heritage without legal protection
Пенеда-Жереш,Португалия,,1971-05-08T00:00:00Z,heritage without legal protection
Каинджи (национальный парк),Нигерия,,1979-01-01T00:00:00Z,
Фанди (национальный парк),Канада,,1948-04-10T00:00:00Z,
Пенджари,Бенин,,1961-01-01T00:00:00Z,часть объекта всемирного наследия
Пенджари,Бенин,,1961-01-01T00:00:00Z,часть объекта всемирного наследия
Пенджари,Бенин,,1961-01-01T00:00:00Z,часть объекта всемирного наследия
Итатиая,Бразилия,,1937-06-14T00:00:00Z,
Goomboorian National Park,Австралия,,2008-01-01T00:00:00Z,
Goomboorian National Park,Австралия,,2008-01-01T00:00:00Z,
Goomboorian National Park,Австралия,,2014-01-01T00:00:00Z,
Goomboorian National Park,Австралия,,2014-01-01T00:00:00Z,
Mares Forest National Park,Австралия,,2010-08-01T00:00:00Z,
Mares Forest National Park,Австралия,,2010-08-01T00:00:00Z,
Mares Forest National Park,Австралия,,2016-01-01T00:00:00Z,
Mares Forest National Park,Австралия,,2016-01-01T00:00:00Z,
Kalbario-Patapat National Park,Филиппины,,2007-04-20T00:00:00Z,
Russell River National Park,Австралия,,1969-01-01T00:00:00Z,
Russell River National Park,Австралия,,1969-01-01T00:00:00Z,
Russell River National Park,Австралия,,2008-01-01T00:00:00Z,
Russell River National Park,Австралия,,2008-01-01T00:00:00Z,
Махали-Маунтинс,Танзания,,1985-01-01T00:00:00Z,
Канха,Индия,,1955-01-01T00:00:00Z,
Timanfaya National Park,Испания,,1974-08-09T00:00:00Z,
Timanfaya National Park,Испания,,1974-08-09T00:00:00Z,
Wooroonooran National Park,Австралия,,1991-01-01T00:00:00Z,
Wooroonooran National Park,Австралия,,1991-01-01T00:00:00Z,
Wooroonooran National Park,Австралия,,2017-01-01T00:00:00Z,
Wooroonooran National Park,Австралия,,2017-01-01T00:00:00Z,
Gatton National Park,Австралия,,2006-01-01T00:00:00Z,
Gatton National Park,Австралия,,2006-01-01T00:00:00Z,
Gaagal Wanggaan (South Beach) National Park,Австралия,,2010-04-01T00:00:00Z,
Gaagal Wanggaan (South Beach) National Park,Австралия,,2010-04-01T00:00:00Z,
Gaagal Wanggaan (South Beach) National Park,Австралия,,2016-01-01T00:00:00Z,
Gaagal Wanggaan (South Beach) National Park,Австралия,,2016-01-01T00:00:00Z,
Gulaga National Park,Австралия,,2001-01-01T00:00:00Z,
Gulaga National Park,Австралия,,2001-01-01T00:00:00Z,
Gulaga National Park,Австралия,,2006-01-01T00:00:00Z,
Gulaga National Park,Австралия,,2006-01-01T00:00:00Z,
Гашака-Гумти,Нигерия,,1991-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Gawler Ranges National Park,Австралия,,2002-01-01T00:00:00Z,
Gawler Ranges National Park,Австралия,,2002-01-01T00:00:00Z,
Gawler Ranges National Park,Австралия,,2016-01-01T00:00:00Z,
Gawler Ranges National Park,Австралия,,2016-01-01T00:00:00Z,
Ранумафана,Мадагаскар,,1991-01-01T00:00:00Z,часть объекта всемирного наследия
Ранумафана,Мадагаскар,,1991-01-01T00:00:00Z,часть объекта всемирного наследия
Geham National Park,Австралия,,2006-01-01T00:00:00Z,
Geham National Park,Австралия,,2006-01-01T00:00:00Z,
Стура-Шёфаллет,Швеция,,1909-05-24T00:00:00Z,всемирное наследие
Стура-Шёфаллет,Швеция,,1909-05-24T00:00:00Z,всемирное наследие
Стура-Шёфаллет,Швеция,,1909-05-24T00:00:00Z,всемирное наследие
Стура-Шёфаллет,Швеция,,1909-05-24T00:00:00Z,всемирное наследие
Фернебуфьерден,Швеция,,1998-09-09T00:00:00Z,Рамсарское угодье
Фернебуфьерден,Швеция,,1998-09-09T00:00:00Z,Рамсарское угодье
Glenbar National Park,Австралия,,2006-01-01T00:00:00Z,
Gloucester Island National Park,Австралия,,1994-01-01T00:00:00Z,
Gloucester Island National Park,Австралия,,1994-01-01T00:00:00Z,
Gloucester Island National Park,Австралия,,1995-01-01T00:00:00Z,
Gloucester Island National Park,Австралия,,1995-01-01T00:00:00Z,
Gloucester National Park,Австралия,,1993-01-01T00:00:00Z,
Gloucester National Park,Австралия,,1993-01-01T00:00:00Z,
Гоби-Гурван-Сайхан,Монголия,,1993-01-01T00:00:00Z,
Nino Konis Santana National Park,Восточный Тимор,,2007-07-27T00:00:00Z,
Nour Nour National Park,Австралия,,2007-01-01T00:00:00Z,
Nour Nour National Park,Австралия,,2007-01-01T00:00:00Z,
Mornington Peninsula National Park,Австралия,,1975-01-01T00:00:00Z,
Mornington Peninsula National Park,Австралия,,1975-01-01T00:00:00Z,
Mornington Peninsula National Park,Австралия,,1975-01-01T00:00:00Z,
Mornington Peninsula National Park,Австралия,,1988-01-01T00:00:00Z,
Mornington Peninsula National Park,Австралия,,1988-01-01T00:00:00Z,
Mornington Peninsula National Park,Австралия,,1988-01-01T00:00:00Z,
Меркантур,Франция,,1979-08-18T00:00:00Z,
Goldfields Woodlands National Park,Австралия,,1977-01-01T00:00:00Z,
Goldfields Woodlands National Park,Австралия,,1977-01-01T00:00:00Z,
Goldfields Woodlands National Park,Австралия,,2000-01-01T00:00:00Z,
Goldfields Woodlands National Park,Австралия,,2000-01-01T00:00:00Z,
Goneaway National Park,Австралия,,1994-01-01T00:00:00Z,
Goneaway National Park,Австралия,,1994-01-01T00:00:00Z,
Good Night Scrub National Park,Австралия,,2005-01-01T00:00:00Z,
Good Night Scrub National Park,Австралия,,2005-01-01T00:00:00Z,
Goobang National Park,Австралия,,1995-01-01T00:00:00Z,
Goobang National Park,Австралия,,1995-01-01T00:00:00Z,
Goobang National Park,Австралия,,1995-12-22T00:00:00Z,
Goobang National Park,Австралия,,1995-12-22T00:00:00Z,
Goodedulla National Park,Австралия,,1994-01-01T00:00:00Z,
Goodedulla National Park,Австралия,,1994-01-01T00:00:00Z,
Goodedulla National Park,Австралия,,1998-01-01T00:00:00Z,
Goodedulla National Park,Австралия,,1998-01-01T00:00:00Z,
Goolawah National Park,Австралия,,2010-05-01T00:00:00Z,
Goolawah National Park,Австралия,,2010-05-01T00:00:00Z,
Goolawah National Park,Австралия,,2015-01-01T00:00:00Z,
Goolawah National Park,Австралия,,2015-01-01T00:00:00Z,
Goongarrie National Park,Австралия,,1978-01-01T00:00:00Z,
Goongarrie National Park,Австралия,,1978-01-01T00:00:00Z,
Gooseberry Hill National Park,Австралия,,1970-01-01T00:00:00Z,
Gooseberry Hill National Park,Австралия,,1970-01-01T00:00:00Z,
Gooseberry Hill National Park,Австралия,,1972-01-01T00:00:00Z,
Gooseberry Hill National Park,Австралия,,1972-01-01T00:00:00Z,
Тракайский исторический национальный парк,Литва,,1992-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Goulburn River National Park,Австралия,,1983-01-01T00:00:00Z,
Goulburn River National Park,Австралия,,1983-01-01T00:00:00Z,
Goulburn River National Park,Австралия,,2018-01-01T00:00:00Z,
Goulburn River National Park,Австралия,,2018-01-01T00:00:00Z,
Gourock National Park,Австралия,,2001-01-01T00:00:00Z,
Gourock National Park,Австралия,,2001-01-01T00:00:00Z,
Грасслендс (национальный парк),Канада,,2001-01-01T00:00:00Z,
Большие Гималаи (национальный парк),Индия,,1984-01-01T00:00:00Z,всемирное наследие
Большие Гималаи (национальный парк),Индия,,1984-01-01T00:00:00Z,всемирное наследие
Большие Гималаи (национальный парк),Индия,,1984-01-01T00:00:00Z,всемирное наследие
Нки (национальный парк),Камерун,,2005-01-01T00:00:00Z,
Green Island National Park,Австралия,,1937-01-01T00:00:00Z,
Green Island National Park,Австралия,,1937-01-01T00:00:00Z,
Green Island National Park,Австралия,,1998-01-01T00:00:00Z,
Green Island National Park,Австралия,,1998-01-01T00:00:00Z,
Боржоми-Харагаули,Грузия,,1995-01-01T00:00:00Z,
Keep River National Park,Австралия,,1986-01-01T00:00:00Z,
Keep River National Park,Австралия,,1986-01-01T00:00:00Z,
Keep River National Park,Австралия,,1986-01-01T00:00:00Z,
Keep River National Park,Австралия,,1991-01-01T00:00:00Z,
Keep River National Park,Австралия,,1991-01-01T00:00:00Z,
Keep River National Park,Австралия,,1991-01-01T00:00:00Z,
Keep River National Park,Австралия,,2002-01-01T00:00:00Z,
Keep River National Park,Австралия,,2002-01-01T00:00:00Z,
Keep River National Park,Австралия,,2002-01-01T00:00:00Z,
Quirimbas National Park,Мозамбик,,1971-01-01T00:00:00Z,national park of Mozambique
Grongah National Park,Австралия,,2007-01-01T00:00:00Z,
Grongah National Park,Австралия,,2007-01-01T00:00:00Z,
Александер-Моррисон,Австралия,,1970-01-01T00:00:00Z,
Александер-Моррисон,Австралия,,1970-01-01T00:00:00Z,
Александер-Моррисон,Австралия,,1972-01-01T00:00:00Z,
Александер-Моррисон,Австралия,,1972-01-01T00:00:00Z,
Национальный парк Рума,Кения,,1983-01-01T00:00:00Z,
Галл-Рок,Австралия,,2006-01-01T00:00:00Z,
Галл-Рок,Австралия,,2006-01-01T00:00:00Z,
Gumbaynggirr National Park,Австралия,,2007-01-01T00:00:00Z,
Gumbaynggirr National Park,Австралия,,2007-01-01T00:00:00Z,
Gumbaynggirr National Park,Австралия,,2007-08-01T00:00:00Z,
Gumbaynggirr National Park,Австралия,,2007-08-01T00:00:00Z,
Ганбауэр (национальный парк),Австралия,,2010-01-01T00:00:00Z,Рамсарское угодье
Ганбауэр (национальный парк),Австралия,,2010-01-01T00:00:00Z,Рамсарское угодье
Ганбауэр (национальный парк),Австралия,,2010-01-01T00:00:00Z,Рамсарское угодье
Fuyot Springs National Park,Филиппины,,1938-10-08T00:00:00Z,
Гутулиа (национальный парк),Норвегия,,1968-06-20T00:00:00Z,
Гутулиа (национальный парк),Норвегия,,1968-06-20T00:00:00Z,
Gympie National Park,Австралия,,2006-01-01T00:00:00Z,
Gympie National Park,Австралия,,2006-01-01T00:00:00Z,
Mirima National Park,Австралия,,1982-01-01T00:00:00Z,
Mirima National Park,Австралия,,1982-01-01T00:00:00Z,
Mirima National Park,Австралия,,1989-01-01T00:00:00Z,
Mirima National Park,Австралия,,1989-01-01T00:00:00Z,
Закума,Чад,,1963-05-07T00:00:00Z,Объект из предварительного списка Всемирного наследия
Juruena National Park,Бразилия,,2006-01-01T00:00:00Z,
Juruena National Park,Бразилия,,2006-01-01T00:00:00Z,
Стенсхувуд,Швеция,,1986-04-30T00:00:00Z,
Сёр-Шпицберген,Норвегия,,1973-01-01T00:00:00Z,Рамсарское угодье
Ютунхеймен,Норвегия,,1980-01-01T00:00:00Z,
Ютунхеймен,Норвегия,,1980-01-01T00:00:00Z,
Mount Lindesay National Park,Австралия,,2004-01-01T00:00:00Z,
Mount Lindesay National Park,Австралия,,2004-01-01T00:00:00Z,
Myall Lakes National Park,Австралия,,1972-01-01T00:00:00Z,
Myall Lakes National Park,Австралия,,1972-01-01T00:00:00Z,
Myall Lakes National Park,Австралия,,2009-01-01T00:00:00Z,
Myall Lakes National Park,Австралия,,2009-01-01T00:00:00Z,
Jervis Bay National Park,Австралия,,1995-01-01T00:00:00Z,
Jervis Bay National Park,Австралия,,1995-01-01T00:00:00Z,
Jervis Bay National Park,Австралия,,2016-01-01T00:00:00Z,
Jervis Bay National Park,Австралия,,2016-01-01T00:00:00Z,
Morton National Park,Австралия,,1969-01-01T00:00:00Z,
Morton National Park,Австралия,,1969-01-01T00:00:00Z,
Morton National Park,Австралия,,1969-01-01T00:00:00Z,
Mount Royal National Park,Австралия,,1997-01-01T00:00:00Z,
Mount Royal National Park,Австралия,,1997-01-01T00:00:00Z,
Mount Royal National Park,Австралия,,1999-01-01T00:00:00Z,
Mount Royal National Park,Австралия,,1999-01-01T00:00:00Z,
Сюантхюи,Вьетнам,,2003-01-01T00:00:00Z,Рамсарское угодье
Warrabah National Park,Австралия,,1984-01-01T00:00:00Z,
Warrabah National Park,Австралия,,1984-01-01T00:00:00Z,
Warrabah National Park,Австралия,,2010-01-01T00:00:00Z,
Warrabah National Park,Австралия,,2010-01-01T00:00:00Z,
Nymboi-Binderay National Park,Австралия,,1997-01-01T00:00:00Z,
Nymboi-Binderay National Park,Австралия,,1997-01-01T00:00:00Z,
Nymboi-Binderay National Park,Австралия,,2010-01-01T00:00:00Z,
Nymboi-Binderay National Park,Австралия,,2010-01-01T00:00:00Z,
Mimosa Rocks National Park,Австралия,,1973-01-01T00:00:00Z,
Mimosa Rocks National Park,Австралия,,1973-01-01T00:00:00Z,
Mimosa Rocks National Park,Австралия,,2008-01-01T00:00:00Z,
Mimosa Rocks National Park,Австралия,,2008-01-01T00:00:00Z,
Q1584339,Израиль,,1960-01-01T00:00:00Z,
Nymboida National Park,Австралия,,1980-01-01T00:00:00Z,
Nymboida National Park,Австралия,,1980-01-01T00:00:00Z,
Nymboida National Park,Австралия,,2008-01-01T00:00:00Z,
Nymboida National Park,Австралия,,2008-01-01T00:00:00Z,
Werrikimbe National Park,Австралия,,1975-01-01T00:00:00Z,часть объекта всемирного наследия
Werrikimbe National Park,Австралия,,1975-01-01T00:00:00Z,часть объекта всемирного наследия
Werrikimbe National Park,Австралия,,1975-01-01T00:00:00Z,часть объекта всемирного наследия
Werrikimbe National Park,Австралия,,2003-01-01T00:00:00Z,часть объекта всемирного наследия
Werrikimbe National Park,Австралия,,2003-01-01T00:00:00Z,часть объекта всемирного наследия
Werrikimbe National Park,Австралия,,2003-01-01T00:00:00Z,часть объекта всемирного наследия
Моле,Гана,,1971-01-01T00:00:00Z,Объект из предварительного списка Всемирного наследия
Национальный парк Thethi,Албания,,1966-01-01T00:00:00Z,
Furna Feia National Park,Бразилия,,2012-01-01T00:00:00Z,
Hattah - Kulkyne National Park,Австралия,,1980-04-26T00:00:00Z,Рамсарское угодье
Hattah - Kulkyne National Park,Австралия,,1980-04-26T00:00:00Z,Рамсарское угодье
Hattah - Kulkyne National Park,Австралия,,2011-01-01T00:00:00Z,Рамсарское угодье
Hattah - Kulkyne National Park,Австралия,,2011-01-01T00:00:00Z,Рамсарское угодье
Heathcote-Graytown National Park,Австралия,,2002-01-01T00:00:00Z,
Heathcote-Graytown National Park,Австралия,,2002-01-01T00:00:00Z,
Heathcote-Graytown National Park,Австралия,,2002-10-30T00:00:00Z,
Heathcote-Graytown National Park,Австралия,,2002-10-30T00:00:00Z,
Reinheimen National Park,Норвегия,,2006-01-01T00:00:00Z,
Reinheimen National Park,Норвегия,,2006-01-01T00:00:00Z,
Hell Hole Gorge National Park,Австралия,,1992-01-01T00:00:00Z,
Hell Hole Gorge National Park,Австралия,,1992-01-01T00:00:00Z,
Hell Hole Gorge National Park,Австралия,,1994-01-01T00:00:00Z,
Hell Hole Gorge National Park,Австралия,,1994-01-01T00:00:00Z,
Западный Цаво,Кения,,1948-01-01T00:00:00Z,
Hemis National Park,Индия,,1981-01-01T00:00:00Z,
Maryland National Park,Австралия,,1999-01-01T00:00:00Z,
Maryland National Park,Австралия,,1999-01-01T00:00:00Z,
Maryland National Park,Австралия,,2006-01-01T00:00:00Z,
Maryland National Park,Австралия,,2006-01-01T00:00:00Z,
Herberton Range National Park,Австралия,,2008-01-01T00:00:00Z,
Herberton Range National Park,Австралия,,2008-01-01T00:00:00Z,
Herberton Range National Park,Австралия,,2014-01-01T00:00:00Z,
Herberton Range National Park,Австралия,,2014-01-01T00:00:00Z,
Nicoll Scrub National Park,Австралия,,1986-01-01T00:00:00Z,
Nicoll Scrub National Park,Австралия,,1986-01-01T00:00:00Z,
Nicoll Scrub National Park,Австралия,,2016-01-01T00:00:00Z,
Nicoll Scrub National Park,Австралия,,2016-01-01T00:00:00Z,
Sarabah National Park,Австралия,,1973-01-01T00:00:00Z,
Sarabah National Park,Австралия,,1973-01-01T00:00:00Z,
Sarabah National Park,Австралия,,2001-01-01T00:00:00Z,
Sarabah National Park,Австралия,,2001-01-01T00:00:00Z,
Hingol National Park,Пакистан,,1988-01-01T00:00:00Z,
Holbourne Island National Park,Австралия,,1982-01-01T00:00:00Z,
Holbourne Island National Park,Австралия,,1982-01-01T00:00:00Z,
Holbourne Island National Park,Австралия,,2000-01-01T00:00:00Z,
Holbourne Island National Park,Австралия,,2000-01-01T00:00:00Z,
Homevale National Park,Австралия,,1995-01-01T00:00:00Z,
Homevale National Park,Австралия,,1995-01-01T00:00:00Z,
Homevale National Park,Австралия,,2009-01-01T00:00:00Z,
Homevale National Park,Австралия,,2009-01-01T00:00:00Z,
Maria National Park,Австралия,,1999-01-01T00:00:00Z,
Maria National Park,Австралия,,1999-01-01T00:00:00Z,
Maria National Park,Австралия,,2012-01-01T00:00:00Z,
Maria National Park,Австралия,,2012-01-01T00:00:00Z,
Main Range National Park,Австралия,,1965-01-01T00:00:00Z,часть объекта всемирного наследия
