park,parkLabel,countryLabel,continentLabel,areaKm2,inceptionYear,elevation,coord,instanceType,instanceTypeLabel,visitors,year_x,followers,year_y
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q17343829,невключённая община в США,820953,1950.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q17343829,невключённая община в США,820953,1950.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q17343829,невключённая община в США,820953,1950.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q17343829,невключённая община в США,820953,1950.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q17343829,невключённая община в США,3691191,2013.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q17343829,невключённая община в США,3691191,2013.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q17343829,невключённая община в США,3691191,2013.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q17343829,невключённая община в США,3691191,2013.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q17343829,невключённая община в США,3691191,2013.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3951393,2011.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3951393,2011.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3951393,2011.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3951393,2011.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3951393,2011.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3242644,2006.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3242644,2006.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3242644,2006.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3242644,2006.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3242644,2006.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3287595,2021.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3287595,2021.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3287595,2021.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3287595,2021.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3287595,2021.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,68906,1920.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,68906,1920.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,68906,1920.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,68906,1920.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,68906,1920.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2268313,2020.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2268313,2020.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2268313,2020.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2268313,2020.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2268313,2020.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4150217,2015.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4150217,2015.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4150217,2015.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4150217,2015.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4150217,2015.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3124939,1990.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3124939,1990.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3124939,1990.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3124939,1990.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3124939,1990.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,1150400,1960.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,1150400,1960.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,1150400,1960.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,1150400,1960.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,1150400,1960.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2277200,1970.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2277200,1970.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2277200,1970.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2277200,1970.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2277200,1970.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3400903,2000.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3400903,2000.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3400903,2000.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3400903,2000.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3400903,2000.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3882642,2014.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3882642,2014.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3882642,2014.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3882642,2014.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3882642,2014.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3901408,2010.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3901408,2010.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3901408,2010.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3901408,2010.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3901408,2010.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,458566,1930.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,458566,1930.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,458566,1930.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,458566,1930.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,458566,1930.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4422861,2019.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4422861,2019.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4422861,2019.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4422861,2019.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4422861,2019.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3853404,2012.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3853404,2012.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3853404,2012.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3853404,2012.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3853404,2012.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,13619,1910.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,13619,1910.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,13619,1910.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,13619,1910.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,13619,1910.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2490282,1980.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2490282,1980.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2490282,1980.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2490282,1980.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,2490282,1980.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4009436,2018.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4009436,2018.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4009436,2018.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4009436,2018.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4009436,2018.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,506781,1940.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,506781,1940.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,506781,1940.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,506781,1940.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,506781,1940.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3667550,2022.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3667550,2022.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3667550,2022.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3667550,2022.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3667550,2022.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,5028868,2016.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,5028868,2016.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,5028868,2016.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,5028868,2016.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,5028868,2016.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4336890,2017.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4336890,2017.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4336890,2017.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4336890,2017.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,4336890,2017.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,820953,1950.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,820953,1950.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,820953,1950.0,50900.0,2025.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,820953,1950.0,729692.0,2021.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,820953,1950.0,786100.0,2023.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3691191,2013.0,757583.0,2022.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3691191,2013.0,49400.0,2024.0
http://www.wikidata.org/entity/Q180402,Йосемити,США,Северная Америка,3079.34,1890.0,2686.0,Point(-119.5375 37.7425),http://www.wikidata.org/entity/Q34918903,национальный парк США,3691191,2013.0,50900.0,2025.0
